code,idc,id,social,rtrial,blocktrial,run,payoff,choice,rt,opchoice,opponent,blank,missing,onset_choice,onset_feedback,onset_response,ctrial,ctrial2,trial,opswitch
113,113,13,0,19,18,2,1,1,0.371,1,1,0,0,177.994,181.768,178365,56,54,94,1
113,113,13,0,20,19,2,0,1,0.258,0,1,0,0,189.409,195.151,189667,57,55,95,1
113,113,13,0,21,0,2,-2,-2,NaN,-1,0,1,0,198.583,0,NaN,0,0,0,0
113,113,13,0,22,1,2,0,1,0.832,0,0,0,0,204.327,212.259,205159,39,39,96,0
113,113,13,0,23,2,2,0,0,0.339,1,0,0,0,216.476,221.474,216815,40,40,97,0
113,113,13,0,24,3,2,1,1,0.34,1,0,0,0,225.259,229.751,225599,41,41,98,0
113,113,13,0,25,4,2,0,1,0.331,0,0,0,0,234.024,239.468,234355,42,42,99,0
113,113,13,0,26,5,2,1,0,0.527,0,0,0,0,242.482,245.691,243009,43,43,100,0
113,113,13,0,27,6,2,0,0,0.525,1,0,0,0,249.441,255.324,249966,44,44,101,0
113,113,13,0,28,7,2,1,1,0.364,1,0,0,0,259.805,265.847,260169,45,45,102,0
113,113,13,0,29,8,2,0,1,0.287,0,0,0,0,270.185,274.48,270472,46,46,103,0
113,113,13,0,30,9,2,1,0,0.465,0,0,0,0,280.309,287.41,280774,47,47,104,0
113,113,13,0,31,10,2,0,0,0.286,1,0,0,0,291.951,299.299,292237,48,48,105,0
113,113,13,0,32,11,2,1,1,0.35,1,0,0,0,303.396,306.415,303746,49,49,106,0
113,113,13,0,33,12,2,1,0,1.028,0,0,0,0,311.84,317.033,312868,50,50,107,0
113,113,13,0,34,13,2,0,1,0.352,0,0,0,0,322.852,326.791,323204,51,51,108,0
113,113,13,0,35,14,2,1,1,1.412,1,0,0,0,331.189,335.889,332601,52,52,109,0
113,113,13,0,36,15,2,1,1,0.329,1,0,0,0,343.35,349.149,343679,53,53,110,0
113,113,13,0,37,16,2,1,0,0.646,0,0,0,0,358.192,364.63,358838,54,54,111,0
113,113,13,0,38,17,2,0,1,0.514,0,0,0,0,368.819,374.216,369333,55,55,112,0
113,113,13,0,39,18,2,1,1,0.341,1,0,0,0,378.929,384.725,379270,56,56,113,0
113,113,13,0,40,19,2,0,0,0.789,1,0,0,0,387.432,391.074,388221,57,57,114,0
113,113,13,0,41,0,2,-2,-2,NaN,-1,1,1,0,394.617,0,NaN,0,0,0,1
113,113,13,0,42,1,2,0,0,0.405,1,1,0,0,405.117,410.32,405522,58,56,115,1
113,113,13,0,43,2,2,1,1,0.323,1,1,0,0,413.871,416.145,414194,59,57,116,1
113,113,13,0,44,3,2,1,1,0.408,1,1,0,0,418.859,423.85,419267,60,58,117,1
113,113,13,0,45,4,2,0,1,0.375,0,1,0,0,429.905,435.686,430280,61,59,118,1
113,113,13,0,46,5,2,1,0,0.334,0,1,0,0,439.766,444.862,440100,62,60,119,1
113,113,13,0,47,6,2,0,0,0.845,1,1,0,0,450.171,455.685,451016,63,61,120,1
113,113,13,0,48,7,2,0,0,1.037,1,1,0,0,459.561,462.702,460598,64,62,121,1
113,113,13,0,49,8,2,0,0,1.237,1,1,0,0,467.809,470.295,469046,65,63,122,1
113,113,13,0,50,9,2,1,1,0.344,1,1,0,0,473.237,478.511,473581,66,64,123,1
113,113,13,0,51,10,2,0,1,0.326,0,1,0,0,482.689,488.303,483015,67,65,124,1
113,113,13,0,52,11,2,1,0,1.173,0,1,0,0,496.041,498.362,497214,68,66,125,1
113,113,13,0,53,12,2,0,0,0.636,1,1,0,0,502.792,506.834,503428,69,67,126,1
113,113,13,0,54,13,2,0,0,0.303,1,1,0,0,514.611,518.026,514914,70,68,127,1
113,113,13,0,55,14,2,0,0,0.499,1,1,0,0,522.24,525.793,522739,71,69,128,1
113,113,13,0,56,15,2,1,1,0.293,1,1,0,0,529.495,532.094,529788,72,70,129,1
113,113,13,0,57,16,2,0,1,1.221,0,1,0,0,535.067,539.88,536288,73,71,130,1
113,113,13,0,58,17,2,1,0,0.396,0,1,0,0,549.096,553.133,549492,74,72,131,1
113,113,13,0,59,18,2,0,1,0.825,0,1,0,0,556.442,566.114,557267,75,73,132,1
113,113,13,0,60,19,2,0,1,0.737,0,1,0,0,573.146,579.662,573883,76,74,133,1
113,113,13,0,61,0,2,-2,-2,NaN,-1,0,1,0,586.201,0,NaN,0,0,0,0
113,113,13,0,62,1,2,0,1,0.966,0,0,0,0,594.218,599.229,595184,58,58,134,0
113,113,13,0,63,2,2,1,1,0.471,1,0,0,0,607.038,614.043,607509,59,59,135,0
113,113,13,0,64,3,2,1,1,0.884,1,0,0,0,617.551,624.832,618435,60,60,136,0
113,113,13,0,65,4,2,0,1,0.376,0,0,0,0,627.922,634.091,628298,61,61,137,0
113,113,13,0,66,5,2,0,1,0.804,0,0,0,0,637.652,642.655,638456,62,62,138,0
113,113,13,0,67,6,2,0,0,0.325,1,0,0,0,647.226,651.694,647551,63,63,139,0
113,113,13,0,68,7,2,1,1,0.361,1,0,0,0,657.129,661.682,657490,64,64,140,0
113,113,13,0,69,8,2,0,1,0.467,0,0,0,0,664.937,668.339,665404,65,65,141,0
113,113,13,0,70,9,2,0,1,0.724,0,0,0,0,672.619,678.98,673343,66,66,142,0
113,113,13,0,71,10,2,0,0,0.273,1,0,0,0,685.506,689.68,685779,67,67,143,0
113,113,13,0,72,11,2,1,1,0.391,1,0,0,0,693.797,696.707,694188,68,68,144,0
113,113,13,0,73,12,2,0,1,0.387,0,0,0,0,701.78,705.425,702167,69,69,145,0
113,113,13,0,74,13,2,0,1,0.69,0,0,0,0,710.872,718.559,711562,70,70,146,0
113,113,13,0,75,14,2,1,1,0.814,1,0,0,0,723.889,727.641,724703,71,71,147,0
113,113,13,0,76,15,2,0,0,0.501,1,0,0,0,733.587,737.552,734088,72,72,148,0
113,113,13,0,77,16,2,0,1,0.619,0,0,0,0,742.521,747.924,743140,73,73,149,0
113,113,13,0,78,17,2,1,0,1.876,0,0,0,0,750.649,754.637,752525,74,74,150,0
113,113,13,0,79,18,2,0,1,0.373,0,0,0,0,763.16,765.58,763533,75,75,151,0
113,113,13,0,80,19,2,0,0,0.297,1,0,0,0,770.075,773.127,770372,76,76,152,0
113,113,13,0,1,0,3,-2,-2,NaN,-1,1,1,0,3.899,0,NaN,0,0,0,1
113,113,13,0,2,1,3,0,0,0.641,1,1,0,0,14.201,19.32,14842,77,75,153,1
113,113,13,0,3,2,3,1,1,0.476,1,1,0,0,23.428,28.484,23904,78,76,154,1
113,113,13,0,4,3,3,0,1,0.362,0,1,0,0,32.73,35.483,33092,79,77,155,1
113,113,13,0,5,4,3,1,0,0.385,0,1,0,0,40.497,44.941,40882,80,78,156,1
113,113,13,0,6,5,3,0,0,0.37,1,1,0,0,51.643,55.852,52013,81,79,157,1
113,113,13,0,7,6,3,1,1,1.102,1,1,0,0,59.067,66.475,60169,82,80,158,1
113,113,13,0,8,7,3,0,1,0.462,0,1,0,0,71.987,75.342,72449,83,81,159,1
113,113,13,0,9,8,3,1,0,0.362,0,1,0,0,80.237,85.985,80599,84,82,160,1
113,113,13,0,10,9,3,1,0,0.459,0,1,0,0,90.87,95.087,91329,85,83,161,1
113,113,13,0,11,10,3,0,0,0.726,1,1,0,0,103.804,106.378,104530,86,84,162,1
113,113,13,0,12,11,3,#NAME?,NaN,NaN,1,1,0,1,109.23,112.479,NaN,87,0,163,1
113,113,13,0,13,12,3,0,0,0.329,1,1,0,0,117.508,120.534,117837,88,85,164,1
113,113,13,0,14,13,3,1,1,0.296,1,1,0,0,124.031,129.536,124327,89,86,165,1
113,113,13,0,15,14,3,0,1,1.24,0,1,0,0,135.865,141.581,137105,90,87,166,1
113,113,13,0,16,15,3,1,1,0.356,1,1,0,0,146.231,153.005,146587,91,88,167,1
113,113,13,0,17,16,3,1,0,0.614,0,1,0,0,157.559,161.314,158173,92,89,168,1
113,113,13,0,18,17,3,1,1,0.943,1,1,0,0,164.709,169.81,165652,93,90,169,1
113,113,13,0,19,18,3,1,0,1.077,0,1,0,0,174.209,179.937,175286,94,91,170,1
113,113,13,0,20,19,3,1,0,1.133,0,1,0,0,184.238,190.283,185371,95,92,171,1
113,113,13,0,21,0,3,-2,-2,NaN,-1,0,1,0,195.073,0,NaN,0,0,0,0
113,113,13,0,22,1,3,1,1,0.681,1,0,0,0,202.08,206.358,202761,77,77,172,0
113,113,13,0,23,2,3,1,0,1.287,0,0,0,0,213.993,221.879,215280,78,78,173,0
113,113,13,0,24,3,3,1,0,0.704,0,0,0,0,228.236,232.968,228940,79,79,174,0
113,113,13,0,25,4,3,1,1,0.671,1,0,0,0,236.97,239.697,237641,80,80,175,0
113,113,13,0,26,5,3,0,0,1.058,1,0,0,0,244.277,252.53,245335,81,81,176,0
113,113,13,0,27,6,3,1,0,0.424,0,0,0,0,257.613,261.831,258037,82,82,177,0
113,113,13,0,28,7,3,1,0,0.297,0,0,0,0,268.08,272.794,268377,83,83,178,0
113,113,13,0,29,8,3,0,0,0.384,1,0,0,0,278.939,283.543,279323,84,84,179,0
113,113,13,0,30,9,3,1,1,1.314,1,0,0,0,286.678,290.12,287992,85,85,180,0
113,113,13,0,31,10,3,0,1,1.169,0,0,0,0,296.283,305.362,297452,86,86,181,0
113,113,13,0,32,11,3,0,0,0.269,1,0,0,0,311.552,314.794,311821,87,87,182,0
113,113,13,0,33,12,3,1,1,0.376,1,0,0,0,321.037,325.907,321413,88,88,183,0
113,113,13,0,34,13,3,1,1,0.557,1,0,0,0,329.581,336.499,330138,89,89,184,0
113,113,13,0,35,14,3,0,1,0.687,0,0,0,0,341.433,347.281,342120,90,90,185,0
113,113,13,0,36,15,3,1,0,0.41,0,0,0,0,352.368,357.155,352778,91,91,186,0
113,113,13,0,37,16,3,0,0,0.668,1,0,0,0,362.143,366.156,362811,92,92,187,0
113,113,13,0,38,17,3,1,1,0.396,1,0,0,0,371.07,374.218,371466,93,93,188,0
113,113,13,0,39,18,3,0,1,1.769,0,0,0,0,377.28,384.447,379049,94,94,189,0
113,113,13,0,40,19,3,0,0,0.704,1,0,0,0,387.625,391.486,388329,95,95,190,0
113,113,13,0,41,0,3,-2,-2,NaN,-1,1,1,0,398.075,0,NaN,0,0,0,1
113,113,13,0,42,1,3,#NAME?,NaN,NaN,1,1,0,1,405.334,408.187,NaN,96,0,191,1
113,113,13,0,43,2,3,0,0,0.459,1,1,0,0,412.627,415.283,413086,97,93,192,1
113,113,13,0,44,3,3,1,1,0.353,1,1,0,0,422.336,428.379,422689,98,94,193,1
113,113,13,0,45,4,3,1,1,0.768,1,1,0,0,431.206,437.472,431974,99,95,194,1
113,113,13,0,46,5,3,1,0,0.74,0,1,0,0,442.348,446.225,443088,100,96,195,1
113,113,13,0,47,6,3,0,0,0.373,1,1,0,0,449.077,451.298,449450,101,97,196,1
113,113,13,0,48,7,3,1,1,0.488,1,1,0,0,457.59,462.73,458078,102,98,197,1
113,113,13,0,49,8,3,1,1,0.521,1,1,0,0,469.586,472.338,470107,103,99,198,1
113,113,13,0,50,9,3,0,1,0.334,0,1,0,0,475.47,477.983,475804,104,100,199,1
113,113,13,0,51,10,3,0,1,0.892,0,1,0,0,483.762,490.658,484654,105,101,200,1
113,113,13,0,52,11,3,1,0,0.217,0,1,0,0,495.146,498.415,495363,106,102,201,1
113,113,13,0,53,12,3,0,0,0.275,1,1,0,0,503.805,506.458,504080,107,103,202,1
113,113,13,0,54,13,3,1,1,0.743,1,1,0,0,509.457,513.919,510200,108,104,203,1
113,113,13,0,55,14,3,0,1,0.547,0,1,0,0,517.74,521.587,518287,109,105,204,1
113,113,13,0,56,15,3,1,0,0.822,0,1,0,0,524.64,528.671,525462,110,106,205,1
113,113,13,0,57,16,3,0,0,0.682,1,1,0,0,532.697,537.5,533379,111,107,206,1
113,113,13,0,58,17,3,1,1,0.409,1,1,0,0,541.771,547.665,542180,112,108,207,1
113,113,13,0,59,18,3,1,1,1.111,1,1,0,0,550.534,554.087,551645,113,109,208,1
113,113,13,0,60,19,3,0,1,0.289,0,1,0,0,558.063,563.281,558352,114,110,209,1
113,113,13,0,61,0,3,-2,-2,NaN,-1,0,1,0,567.536,0,NaN,0,0,0,0
113,113,13,0,62,1,3,0,0,0.549,1,0,0,0,581.553,587.824,582102,96,96,210,0
113,113,13,0,63,2,3,0,0,0.376,1,0,0,0,593.947,599.601,594323,97,97,211,0
113,113,13,0,64,3,3,0,1,0.348,0,0,0,0,604.738,609.011,605086,98,98,212,0
113,113,13,0,65,4,3,0,0,0.333,1,0,0,0,611.727,617.54,612060,99,99,213,0
113,113,13,0,66,5,3,0,1,1.047,0,0,0,0,621.731,626.863,622778,100,100,214,0
113,113,13,0,67,6,3,0,1,0.323,0,0,0,0,631.735,635.085,632058,101,101,215,0
113,113,13,0,68,7,3,0,0,0.263,1,0,0,0,641.285,648.946,641548,102,102,216,0
113,113,13,0,69,8,3,0,0,0.308,1,0,0,0,655.527,660.826,655835,103,103,217,0
113,113,13,0,70,9,3,0,0,0.299,1,0,0,0,665.628,672.64,665927,104,104,218,0
113,113,13,0,71,10,3,1,1,0.254,1,0,0,0,678.961,682.425,679215,105,105,219,0
113,113,13,0,72,11,3,0,1,1.006,0,0,0,0,688.321,693.305,689327,106,106,220,0
113,113,13,0,73,12,3,0,1,0.34,0,0,0,0,696.016,698.988,696356,107,107,221,0
113,113,13,0,74,13,3,0,0,0.341,1,0,0,0,707.593,712.548,707934,108,108,222,0
113,113,13,0,75,14,3,0,0,0.282,1,0,0,0,720.252,722.37,720534,109,109,223,0
113,113,13,0,76,15,3,1,1,0.414,1,0,0,0,726.639,732.733,727053,110,110,224,0
113,113,13,0,77,16,3,1,1,0.417,1,0,0,0,736.42,740.303,736837,111,111,225,0
113,113,13,0,78,17,3,0,1,0.214,0,0,0,0,745.543,747.747,745757,112,112,226,0
113,113,13,0,79,18,3,0,0,0.224,1,0,0,0,753.183,758.211,753407,113,113,227,0
113,113,13,0,80,19,3,0,1,0.265,0,0,0,0,763.533,766.245,763798,114,114,228,0
114,114,14,0,1,0,1,-2,-2,NaN,-1,1,1,0,6.163,0,NaN,0,0,0,1
114,114,14,0,2,1,1,1,0,1.867,0,1,0,0,13.077,18.768,14944,1,1,1,1
114,114,14,0,3,2,1,1,0,1.599,0,1,0,0,25.103,30.522,26702,2,2,2,1
114,114,14,0,4,3,1,0,0,1.831,1,1,0,0,35.073,40.547,36904,3,3,3,1
114,114,14,0,5,4,1,1,1,1.469,1,1,0,0,43.756,47.685,45225,4,4,4,1
114,114,14,0,6,5,1,1,0,0.823,0,1,0,0,52.831,57.235,53654,5,5,5,1
114,114,14,0,7,6,1,0,0,1.615,1,1,0,0,62.573,66.799,64188,6,6,6,1
114,114,14,0,8,7,1,0,0,0.967,1,1,0,0,72.96,80.22,73927,7,7,7,1
114,114,14,0,9,8,1,0,0,0.611,1,1,0,0,84.667,90.996,85278,8,8,8,1
114,114,14,0,10,9,1,1,1,0.282,1,1,0,0,95.388,98.182,95670,9,9,9,1
114,114,14,0,11,10,1,0,1,1.399,0,1,0,0,101.939,105.868,103338,10,10,10,1
114,114,14,0,12,11,1,1,0,0.707,0,1,0,0,108.712,116.453,109419,11,11,11,1
114,114,14,0,13,12,1,#NAME?,NaN,NaN,0,1,0,1,119.667,123.439,NaN,12,0,12,1
114,114,14,0,14,13,1,1,0,0.74,0,1,0,0,126.847,129.568,127587,13,12,13,1
114,114,14,0,15,14,1,#NAME?,NaN,NaN,1,1,0,1,132.266,136.308,NaN,14,0,14,1
114,114,14,0,16,15,1,1,1,0.727,1,1,0,0,139.64,145.964,140367,15,13,15,1
114,114,14,0,17,16,1,1,1,0.588,1,1,0,0,151.476,154.264,152064,16,14,16,1
114,114,14,0,18,17,1,0,1,1.403,0,1,0,0,158.751,161.28,160154,17,15,17,1
114,114,14,0,19,18,1,1,0,0.439,0,1,0,0,166.824,169.335,167263,18,16,18,1
114,114,14,0,20,19,1,1,0,0.59,0,1,0,0,173.648,176.714,174238,19,17,19,1
114,114,14,0,21,0,1,-2,-2,NaN,-1,0,1,0,181.284,0,NaN,0,0,0,0
114,114,14,0,22,1,1,1,1,1.685,1,0,0,0,189.411,194.466,191096,1,1,20,0
114,114,14,0,23,2,1,1,1,0.898,1,0,0,0,198.383,202.906,199281,2,2,21,0
114,114,14,0,24,3,1,0,0,0.306,1,0,0,0,209.729,214.505,210035,3,3,22,0
114,114,14,0,25,4,1,0,1,1.144,0,0,0,0,217.58,222.667,218724,4,4,23,0
114,114,14,0,26,5,1,1,0,0.255,0,0,0,0,228.156,235.927,228411,5,5,24,0
114,114,14,0,27,6,1,0,0,0.637,1,0,0,0,240.618,243.846,241255,6,6,25,0
114,114,14,0,28,7,1,0,1,0.618,0,0,0,0,248.462,252.078,249080,7,7,26,0
114,114,14,0,29,8,1,1,0,0.329,0,0,0,0,259.862,264.732,260191,8,8,27,0
114,114,14,0,30,9,1,0,0,0.33,1,0,0,0,270.266,276.578,270596,9,9,28,0
114,114,14,0,31,10,1,1,1,0.284,1,0,0,0,281.662,289.045,281946,10,10,29,0
114,114,14,0,32,11,1,1,1,0.523,1,0,0,0,293.698,297.995,294221,11,11,30,0
114,114,14,0,33,12,1,1,0,1.922,0,0,0,0,304.16,307.263,306082,12,12,31,0
114,114,14,0,34,13,1,1,0,0.973,0,0,0,0,312.176,315.312,313149,13,13,32,0
114,114,14,0,35,14,1,0,0,1.711,1,0,0,0,318.713,323.95,320424,14,14,33,0
114,114,14,0,36,15,1,0,1,0.564,0,0,0,0,330.455,335.234,331019,15,15,34,0
114,114,14,0,37,16,1,1,0,0.279,0,0,0,0,341.649,346.255,341928,16,16,35,0
114,114,14,0,38,17,1,0,0,0.393,1,0,0,0,353.753,361.38,354146,17,17,36,0
114,114,14,0,39,18,1,1,1,0.441,1,0,0,0,364.322,369.41,364763,18,18,37,0
114,114,14,0,40,19,1,0,0,0.358,1,0,0,0,373.327,377.032,373685,19,19,38,0
114,114,14,0,41,0,1,-2,-2,NaN,-1,1,1,0,380.574,0,NaN,0,0,0,1
114,114,14,0,42,1,1,1,0,0.448,0,1,0,0,389.094,393.352,389542,20,18,39,1
114,114,14,0,43,2,1,0,0,0.456,1,1,0,0,399.954,404.468,400410,21,19,40,1
114,114,14,0,44,3,1,1,1,0.282,1,1,0,0,408.778,411.806,409060,22,20,41,1
114,114,14,0,45,4,1,1,0,0.573,0,1,0,0,414.514,418.252,415087,23,21,42,1
114,114,14,0,46,5,1,1,0,0.375,0,1,0,0,426.658,429.496,427033,24,22,43,1
114,114,14,0,47,6,1,1,1,0.351,1,1,0,0,436.973,441.893,437324,25,23,44,1
114,114,14,0,48,7,1,1,0,0.467,0,1,0,0,444.902,447.005,445369,26,24,45,1
114,114,14,0,49,8,1,1,1,1.055,1,1,0,0,451.972,458.513,453027,27,25,46,1
114,114,14,0,50,9,1,0,1,0.337,0,1,0,0,466.462,474.962,466799,28,26,47,1
114,114,14,0,51,10,1,1,0,0.449,0,1,0,0,479.52,483.032,479969,29,27,48,1
114,114,14,0,52,11,1,1,1,0.664,1,1,0,0,486.649,490.005,487313,30,28,49,1
114,114,14,0,53,12,1,1,0,0.968,0,1,0,0,493.657,496.843,494625,31,29,50,1
114,114,14,0,54,13,1,0,0,0.451,1,1,0,0,500.616,507.424,501067,32,30,51,1
114,114,14,0,55,14,1,0,0,0.609,1,1,0,0,512.276,515.313,512885,33,31,52,1
114,114,14,0,56,15,1,1,1,0.533,1,1,0,0,518.102,524.781,518635,34,32,53,1
114,114,14,0,57,16,1,0,0,0.473,1,1,0,0,530.241,534.787,530714,35,33,54,1
114,114,14,0,58,17,1,0,0,0.68,1,1,0,0,537.506,544.086,538186,36,34,55,1
114,114,14,0,59,18,1,1,1,0.386,1,1,0,0,547.157,551.941,547543,37,35,56,1
114,114,14,0,60,19,1,1,1,0.347,1,1,0,0,555.682,561.222,556029,38,36,57,1
114,114,14,0,61,0,1,-2,-2,NaN,-1,0,1,0,566.68,0,NaN,0,0,0,0
114,114,14,0,62,1,1,1,1,0.858,1,0,0,0,578.406,581.068,579264,20,20,58,0
114,114,14,0,63,2,1,0,0,0.768,1,0,0,0,586.248,590.785,587016,21,21,59,0
114,114,14,0,64,3,1,0,1,0.604,0,0,0,0,599.149,602.435,599753,22,22,60,0
114,114,14,0,65,4,1,0,1,0.706,0,0,0,0,609.485,612.227,610191,23,23,61,0
114,114,14,0,66,5,1,1,0,0.372,0,0,0,0,617.663,623.453,618035,24,24,62,0
114,114,14,0,67,6,1,0,0,0.549,1,0,0,0,627.651,634.991,628200,25,25,63,0
114,114,14,0,68,7,1,1,1,1.557,1,0,0,0,639.237,644.506,640794,26,26,64,0
114,114,14,0,69,8,1,1,0,0.565,0,0,0,0,651.081,656.033,651646,27,27,65,0
114,114,14,0,70,9,1,0,0,1.385,1,0,0,0,661.644,665.04,663029,28,28,66,0
114,114,14,0,71,10,1,0,0,0.919,1,0,0,0,670.528,675.53,671447,29,29,67,0
114,114,14,0,72,11,1,0,1,0.285,0,0,0,0,684.348,689.535,684633,30,30,68,0
114,114,14,0,73,12,1,1,0,0.302,0,0,0,0,697.429,700.364,697731,31,31,69,0
114,114,14,0,74,13,1,0,1,0.437,0,0,0,0,706.468,712.291,706905,32,32,70,0
114,114,14,0,75,14,1,0,0,0.378,1,0,0,0,715.429,721.619,715807,33,33,71,0
114,114,14,0,76,15,1,1,1,0.408,1,0,0,0,725.45,731.116,725858,34,34,72,0
114,114,14,0,77,16,1,#NAME?,NaN,NaN,0,0,0,1,734.555,740.115,NaN,35,0,73,0
114,114,14,0,78,17,1,1,0,0.374,0,0,0,0,742.833,749.456,743207,36,35,74,0
114,114,14,0,79,18,1,0,0,0.768,1,0,0,0,752.478,758.298,753246,37,36,75,0
114,114,14,0,80,19,1,0,1,0.421,0,0,0,0,762.173,767.354,762594,38,37,76,0
114,114,14,0,1,0,2,-2,-2,NaN,-1,1,1,0,3.014,0,NaN,0,0,0,1
114,114,14,0,2,1,2,1,0,1.882,0,1,0,0,11.218,17.767,13100,39,37,77,1
114,114,14,0,3,2,2,0,0,0.643,1,1,0,0,25.534,30.659,26177,40,38,78,1
114,114,14,0,4,3,2,1,1,0.317,1,1,0,0,37.879,40.113,38196,41,39,79,1
114,114,14,0,5,4,2,0,0,1.204,1,1,0,0,43.427,48.765,44631,42,40,80,1
114,114,14,0,6,5,2,1,1,0.46,1,1,0,0,54.979,61.808,55439,43,41,81,1
114,114,14,0,7,6,2,1,0,0.531,0,1,0,0,66.915,73.631,67446,44,42,82,1
114,114,14,0,8,7,2,0,0,0.437,1,1,0,0,78.448,81.114,78885,45,43,83,1
114,114,14,0,9,8,2,1,1,0.405,1,1,0,0,88.853,92.842,89258,46,44,84,1
114,114,14,0,10,9,2,#NAME?,NaN,NaN,0,1,0,1,96.479,102.319,NaN,47,0,85,1
114,114,14,0,11,10,2,0,1,0.929,0,1,0,0,107.611,110.755,108540,48,45,86,1
114,114,14,0,12,11,2,1,0,0.48,0,1,0,0,116.271,120.293,116751,49,46,87,1
114,114,14,0,13,12,2,1,0,0.422,0,1,0,0,123.855,129.55,124277,50,47,88,1
114,114,14,0,14,13,2,0,0,0.343,1,1,0,0,136.76,140.345,137103,51,48,89,1
114,114,14,0,15,14,2,1,1,1.173,1,1,0,0,143.688,147.083,144861,52,49,90,1
114,114,14,0,16,15,2,0,1,0.582,0,1,0,0,150.737,153.673,151319,53,50,91,1
114,114,14,0,17,16,2,1,0,0.293,0,1,0,0,159.149,162.905,159442,54,51,92,1
114,114,14,0,18,17,2,0,0,0.253,1,1,0,0,170.523,176.586,170776,55,52,93,1
114,114,14,0,19,18,2,1,1,0.278,1,1,0,0,182.777,185.505,183055,56,53,94,1
114,114,14,0,20,19,2,0,1,0.529,0,1,0,0,189.863,193.595,190392,57,54,95,1
114,114,14,0,21,0,2,-2,-2,NaN,-1,0,1,0,198.69,0,NaN,0,0,0,0
114,114,14,0,22,1,2,0,1,0.323,0,0,0,0,208.068,213.245,208391,39,38,96,0
114,114,14,0,23,2,2,0,0,0.319,1,0,0,0,218.749,221.4,219068,40,39,97,0
114,114,14,0,24,3,2,1,1,0.81,1,0,0,0,225.513,229.304,226323,41,40,98,0
114,114,14,0,25,4,2,0,1,0.823,0,0,0,0,234.356,237.936,235179,42,41,99,0
114,114,14,0,26,5,2,1,0,0.425,0,0,0,0,243.084,246.189,243509,43,42,100,0
114,114,14,0,27,6,2,0,0,0.353,1,0,0,0,252.36,259.039,252713,44,43,101,0
114,114,14,0,28,7,2,0,0,0.475,1,0,0,0,265.519,271.94,265994,45,44,102,0
114,114,14,0,29,8,2,0,1,0.382,0,0,0,0,276.329,279.574,276711,46,45,103,0
114,114,14,0,30,9,2,1,0,0.336,0,0,0,0,289.221,294.489,289557,47,46,104,0
114,114,14,0,31,10,2,1,1,0.336,1,0,0,0,299.185,304.186,299521,48,47,105,0
114,114,14,0,32,11,2,1,1,0.295,1,0,0,0,310.492,314.369,310787,49,48,106,0
114,114,14,0,33,12,2,1,0,0.56,0,0,0,0,319.911,323.049,320471,50,49,107,0
114,114,14,0,34,13,2,1,0,0.917,0,0,0,0,327.05,330.592,327967,51,50,108,0
114,114,14,0,35,14,2,1,1,0.388,1,0,0,0,337.046,339.562,337434,52,51,109,0
114,114,14,0,36,15,2,1,1,0.472,1,0,0,0,345.708,348.798,346180,53,52,110,0
114,114,14,0,37,16,2,1,0,0.619,0,0,0,0,354.407,359.452,355026,54,53,111,0
114,114,14,0,38,17,2,0,1,0.808,0,0,0,0,366.23,370.434,367038,55,54,112,0
114,114,14,0,39,18,2,1,1,0.412,1,0,0,0,377.603,381.364,378015,56,55,113,0
114,114,14,0,40,19,2,1,1,0.385,1,0,0,0,385.966,390.49,386351,57,56,114,0
114,114,14,0,41,0,2,-2,-2,NaN,-1,1,1,0,394.404,0,NaN,0,0,0,1
114,114,14,0,42,1,2,0,1,0.371,0,1,0,0,404.099,411.284,404470,58,55,115,1
114,114,14,0,43,2,2,1,0,0.612,0,1,0,0,416.661,419.985,417273,59,56,116,1
114,114,14,0,44,3,2,1,1,0.702,1,1,0,0,425.662,430.409,426364,60,57,117,1
114,114,14,0,45,4,2,0,1,0.449,0,1,0,0,434.484,437.216,434933,61,58,118,1
114,114,14,0,46,5,2,1,0,0.343,0,1,0,0,442.666,446.431,443009,62,59,119,1
114,114,14,0,47,6,2,1,1,0.721,1,1,0,0,450.169,453.102,450890,63,60,120,1
114,114,14,0,48,7,2,1,0,0.395,0,1,0,0,457.665,462.982,458060,64,61,121,1
114,114,14,0,49,8,2,1,0,0.648,0,1,0,0,466.517,472.161,467165,65,62,122,1
114,114,14,0,50,9,2,0,1,0.474,0,1,0,0,475.883,481.448,476357,66,63,123,1
114,114,14,0,51,10,2,1,0,0.507,0,1,0,0,485.06,489.413,485567,67,64,124,1
114,114,14,0,52,11,2,1,1,0.476,1,1,0,0,492.498,497.373,492974,68,65,125,1
114,114,14,0,53,12,2,1,1,0.285,1,1,0,0,502.109,505.822,502394,69,66,126,1
114,114,14,0,54,13,2,1,0,0.484,0,1,0,0,511.479,515.051,511963,70,67,127,1
114,114,14,0,55,14,2,1,0,0.604,0,1,0,0,519.693,523.186,520297,71,68,128,1
114,114,14,0,56,15,2,1,1,0.828,1,1,0,0,526.759,530.333,527587,72,69,129,1
114,114,14,0,57,16,2,1,0,1.215,0,1,0,0,533.281,536.217,534496,73,70,130,1
114,114,14,0,58,17,2,1,1,0.434,1,1,0,0,541.099,544.951,541533,74,71,131,1
114,114,14,0,59,18,2,0,1,0.43,0,1,0,0,550.766,554.202,551196,75,72,132,1
114,114,14,0,60,19,2,1,0,0.332,0,1,0,0,558.209,561.414,558541,76,73,133,1
