code,idc,id,social,rtrial,blocktrial,run,payoff,choice,rt,opchoice,opponent,blank,missing
131,131,31,0,33,12,3,1,1,0.388,1,0,0,0
131,131,31,0,34,13,3,0,0,0.364,1,0,0,0
131,131,31,0,35,14,3,1,0,0.355,0,0,0,0
131,131,31,0,36,15,3,1,0,0.424,0,0,0,0
131,131,31,0,37,16,3,1,1,0.545,1,0,0,0
131,131,31,0,38,17,3,0,0,0.335,1,0,0,0
131,131,31,0,39,18,3,1,0,0.372,0,0,0,0
131,131,31,0,40,19,3,0,0,0.369,1,0,0,0
131,131,31,0,41,0,3,-2,-2,NaN,-1,1,1,0
131,131,31,0,42,1,3,0,0,0.751,1,1,0,0
131,131,31,0,43,2,3,0,0,0.38,1,1,0,0
131,131,31,0,44,3,3,1,1,0.401,1,1,0,0
131,131,31,0,45,4,3,0,1,0.369,0,1,0,0
131,131,31,0,46,5,3,1,0,0.342,0,1,0,0
131,131,31,0,47,6,3,0,0,0.38,1,1,0,0
131,131,31,0,48,7,3,1,1,0.435,1,1,0,0
131,131,31,0,49,8,3,1,1,0.407,1,1,0,0
131,131,31,0,50,9,3,0,1,0.466,0,1,0,0
131,131,31,0,51,10,3,0,0,0.408,1,1,0,0
131,131,31,0,52,11,3,0,1,0.499,0,1,0,0
131,131,31,0,53,12,3,1,0,1.37,0,1,0,0
131,131,31,0,54,13,3,0,0,0.339,1,1,0,0
131,131,31,0,55,14,3,1,1,0.593,1,1,0,0
131,131,31,0,56,15,3,0,0,0.4,1,1,0,0
131,131,31,0,57,16,3,0,0,0.78,1,1,0,0
131,131,31,0,58,17,3,1,1,0.801,1,1,0,0
131,131,31,0,59,18,3,1,0,0.327,0,1,0,0
131,131,31,0,60,19,3,1,0,0.451,0,1,0,0
131,131,31,0,61,0,3,-2,-2,NaN,-1,0,1,0
131,131,31,0,62,1,3,0,0,0.616,1,0,0,0
131,131,31,0,63,2,3,0,0,0.545,1,0,0,0
131,131,31,0,64,3,3,1,0,0.345,0,0,0,0
131,131,31,0,65,4,3,0,0,0.63,1,0,0,0
131,131,31,0,66,5,3,0,1,0.649,0,0,0,0
131,131,31,0,67,6,3,1,0,0.325,0,0,0,0
131,131,31,0,68,7,3,1,1,0.517,1,0,0,0
131,131,31,0,69,8,3,1,1,0.547,1,0,0,0
131,131,31,0,70,9,3,0,0,0.756,1,0,0,0
131,131,31,0,71,10,3,0,0,0.364,1,0,0,0
131,131,31,0,72,11,3,1,0,0.46,0,0,0,0
131,131,31,0,73,12,3,1,0,0.461,0,0,0,0
131,131,31,0,74,13,3,1,1,0.649,1,0,0,0
131,131,31,0,75,14,3,1,1,0.405,1,0,0,0
131,131,31,0,76,15,3,0,0,0.378,1,0,0,0
131,131,31,0,77,16,3,0,0,0.498,1,0,0,0
131,131,31,0,78,17,3,1,0,0.372,0,0,0,0
131,131,31,0,79,18,3,0,0,0.375,1,0,0,0
131,131,31,0,80,19,3,1,0,0.3,0,0,0,0
132,132,32,0,1,0,1,-2,-2,NaN,-1,1,1,0
132,132,32,0,2,1,1,0,0,0.649,1,1,0,0
132,132,32,0,3,2,1,0,0,0.826,1,1,0,0
132,132,32,0,4,3,1,1,1,0.554,1,1,0,0
132,132,32,0,5,4,1,1,1,0.867,1,1,0,0
132,132,32,0,6,5,1,0,1,0.919,0,1,0,0
132,132,32,0,7,6,1,0,1,0.504,0,1,0,0
132,132,32,0,8,7,1,1,0,0.391,0,1,0,0
132,132,32,0,9,8,1,1,0,0.392,0,1,0,0
132,132,32,0,10,9,1,1,1,0.503,1,1,0,0
132,132,32,0,11,10,1,0,1,0.437,0,1,0,0
132,132,32,0,12,11,1,0,1,0.76,0,1,0,0
132,132,32,0,13,12,1,1,0,0.461,0,1,0,0
132,132,32,0,14,13,1,1,0,0.579,0,1,0,0
132,132,32,0,15,14,1,0,0,0.432,1,1,0,0
132,132,32,0,16,15,1,0,0,0.396,1,1,0,0
132,132,32,0,17,16,1,1,1,0.403,1,1,0,0
132,132,32,0,18,17,1,1,0,0.625,0,1,0,0
132,132,32,0,19,18,1,1,1,0.75,1,1,0,0
132,132,32,0,20,19,1,1,1,0.417,1,1,0,0
132,132,32,0,21,0,1,-2,-2,NaN,-1,0,1,0
132,132,32,0,22,1,1,1,1,0.758,1,0,0,0
132,132,32,0,23,2,1,1,1,0.625,1,0,0,0
132,132,32,0,24,3,1,0,0,0.449,1,0,0,0
132,132,32,0,25,4,1,0,1,0.458,0,0,0,0
132,132,32,0,26,5,1,0,1,0.473,0,0,0,0
132,132,32,0,27,6,1,0,0,0.35,1,0,0,0
132,132,32,0,28,7,1,0,1,0.424,0,0,0,0
132,132,32,0,29,8,1,1,0,0.679,0,0,0,0
132,132,32,0,30,9,1,0,0,0.621,1,0,0,0
132,132,32,0,31,10,1,1,1,0.805,1,0,0,0
132,132,32,0,32,11,1,1,1,0.426,1,0,0,0
132,132,32,0,33,12,1,1,0,0.403,0,0,0,0
132,132,32,0,34,13,1,0,1,0.585,0,0,0,0
132,132,32,0,35,14,1,0,0,0.367,1,0,0,0
132,132,32,0,36,15,1,0,1,1.22,0,0,0,0
132,132,32,0,37,16,1,1,0,0.432,0,0,0,0
132,132,32,0,38,17,1,0,0,0.406,1,0,0,0
132,132,32,0,39,18,1,0,0,0.412,1,0,0,0
132,132,32,0,40,19,1,0,0,0.44,1,0,0,0
132,132,32,0,41,0,1,-2,-2,NaN,-1,1,1,0
132,132,32,0,42,1,1,0,0,0.773,1,1,0,0
132,132,32,0,43,2,1,0,0,0.388,1,1,0,0
132,132,32,0,44,3,1,1,1,0.412,1,1,0,0
132,132,32,0,45,4,1,1,1,0.605,1,1,0,0
132,132,32,0,46,5,1,0,1,0.809,0,1,0,0
132,132,32,0,47,6,1,0,1,0.636,0,1,0,0
132,132,32,0,48,7,1,1,0,0.471,0,1,0,0
132,132,32,0,49,8,1,0,0,0.453,1,1,0,0
132,132,32,0,50,9,1,1,1,0.563,1,1,0,0
132,132,32,0,51,10,1,0,1,0.761,0,1,0,0
132,132,32,0,52,11,1,1,0,0.417,0,1,0,0
132,132,32,0,53,12,1,0,0,0.447,1,1,0,0
132,132,32,0,54,13,1,1,1,0.353,1,1,0,0
132,132,32,0,55,14,1,0,1,0.518,0,1,0,0
132,132,32,0,56,15,1,0,1,0.824,0,1,0,0
132,132,32,0,57,16,1,0,1,0.479,0,1,0,0
132,132,32,0,58,17,1,1,0,0.44,0,1,0,0
132,132,32,0,59,18,1,0,0,0.294,1,1,0,0
132,132,32,0,60,19,1,1,1,0.801,1,1,0,0
132,132,32,0,61,0,1,-2,-2,NaN,-1,0,1,0
132,132,32,0,62,1,1,1,1,0.52,1,0,0,0
132,132,32,0,63,2,1,1,1,0.77,1,0,0,0
132,132,32,0,64,3,1,0,1,0.488,0,0,0,0
132,132,32,0,65,4,1,1,0,0.294,0,0,0,0
132,132,32,0,66,5,1,0,1,0.531,0,0,0,0
132,132,32,0,67,6,1,0,0,0.327,1,0,0,0
132,132,32,0,68,7,1,1,1,0.376,1,0,0,0
132,132,32,0,69,8,1,0,1,0.67,0,0,0,0
132,132,32,0,70,9,1,0,0,0.516,1,0,0,0
132,132,32,0,71,10,1,0,0,0.362,1,0,0,0
132,132,32,0,72,11,1,0,1,0.543,0,0,0,0
132,132,32,0,73,12,1,1,0,0.385,0,0,0,0
132,132,32,0,74,13,1,0,1,0.647,0,0,0,0
132,132,32,0,75,14,1,0,0,0.405,1,0,0,0
132,132,32,0,76,15,1,0,0,0.356,1,0,0,0
132,132,32,0,77,16,1,0,1,0.322,0,0,0,0
132,132,32,0,78,17,1,0,1,0.772,0,0,0,0
132,132,32,0,79,18,1,0,0,0.42,1,0,0,0
132,132,32,0,80,19,1,1,0,0.667,0,0,0,0
132,132,32,0,1,0,2,-2,-2,NaN,-1,1,1,0
132,132,32,0,2,1,2,1,1,0.722,1,1,0,0
132,132,32,0,3,2,2,0,1,0.848,0,1,0,0
132,132,32,0,4,3,2,0,1,0.458,0,1,0,0
132,132,32,0,5,4,2,1,0,0.363,0,1,0,0
132,132,32,0,6,5,2,1,0,0.407,0,1,0,0
132,132,32,0,7,6,2,1,0,0.564,0,1,0,0
132,132,32,0,8,7,2,1,1,0.497,1,1,0,0
132,132,32,0,9,8,2,1,1,0.663,1,1,0,0
132,132,32,0,10,9,2,1,0,0.41,0,1,0,0
132,132,32,0,11,10,2,0,0,0.604,1,1,0,0
132,132,32,0,12,11,2,1,1,0.542,1,1,0,0
132,132,32,0,13,12,2,1,0,0.463,0,1,0,0
132,132,32,0,14,13,2,0,0,0.491,1,1,0,0
132,132,32,0,15,14,2,1,1,0.471,1,1,0,0
132,132,32,0,16,15,2,0,1,0.733,0,1,0,0
132,132,32,0,17,16,2,0,0,0.426,1,1,0,0
132,132,32,0,18,17,2,0,0,0.448,1,1,0,0
132,132,32,0,19,18,2,1,1,0.807,1,1,0,0
132,132,32,0,20,19,2,1,1,0.607,1,1,0,0
132,132,32,0,21,0,2,-2,-2,NaN,-1,0,1,0
132,132,32,0,22,1,2,1,0,0.516,0,0,0,0
132,132,32,0,23,2,2,0,0,0.577,1,0,0,0
132,132,32,0,24,3,2,1,1,0.482,1,0,0,0
132,132,32,0,25,4,2,0,1,0.532,0,0,0,0
132,132,32,0,26,5,2,1,0,0.755,0,0,0,0
132,132,32,0,27,6,2,1,1,0.753,1,0,0,0
132,132,32,0,28,7,2,0,0,0.414,1,0,0,0
132,132,32,0,29,8,2,0,1,0.784,0,0,0,0
132,132,32,0,30,9,2,0,1,0.816,0,0,0,0
132,132,32,0,31,10,2,0,0,0.459,1,0,0,0
132,132,32,0,32,11,2,1,1,0.397,1,0,0,0
132,132,32,0,33,12,2,0,1,0.481,0,0,0,0
132,132,32,0,34,13,2,0,1,0.498,0,0,0,0
132,132,32,0,35,14,2,1,1,0.529,1,0,0,0
132,132,32,0,36,15,2,0,0,0.469,1,0,0,0
132,132,32,0,37,16,2,1,0,0.423,0,0,0,0
132,132,32,0,38,17,2,1,0,0.539,0,0,0,0
132,132,32,0,39,18,2,1,1,0.411,1,0,0,0
132,132,32,0,40,19,2,1,1,0.523,1,0,0,0
132,132,32,0,41,0,2,-2,-2,NaN,-1,1,1,0
132,132,32,0,42,1,2,1,0,0.468,0,1,0,0
132,132,32,0,43,2,2,0,0,0.605,1,1,0,0
132,132,32,0,44,3,2,1,1,0.997,1,1,0,0
132,132,32,0,45,4,2,0,1,0.779,0,1,0,0
132,132,32,0,46,5,2,0,1,0.463,0,1,0,0
132,132,32,0,47,6,2,1,0,0.395,0,1,0,0
132,132,32,0,48,7,2,1,0,0.395,0,1,0,0
132,132,32,0,49,8,2,0,0,0.498,1,1,0,0
132,132,32,0,50,9,2,0,0,0.375,1,1,0,0
132,132,32,0,51,10,2,1,1,0.658,1,1,0,0
132,132,32,0,52,11,2,1,1,0.427,1,1,0,0
132,132,32,0,53,12,2,0,1,0.439,0,1,0,0
132,132,32,0,54,13,2,1,0,0.377,0,1,0,0
132,132,32,0,55,14,2,0,0,0.438,1,1,0,0
132,132,32,0,56,15,2,1,1,0.908,1,1,0,0
132,132,32,0,57,16,2,0,1,0.833,0,1,0,0
132,132,32,0,58,17,2,1,0,0.411,0,1,0,0
132,132,32,0,59,18,2,1,1,0.491,1,1,0,0
132,132,32,0,60,19,2,0,1,0.782,0,1,0,0
132,132,32,0,61,0,2,-2,-2,NaN,-1,0,1,0
132,132,32,0,62,1,2,1,0,1.228,0,0,0,0
132,132,32,0,63,2,2,1,1,0.453,1,0,0,0
132,132,32,0,64,3,2,0,0,0.586,1,0,0,0
132,132,32,0,65,4,2,0,1,0.688,0,0,0,0
132,132,32,0,66,5,2,1,0,0.412,0,0,0,0
132,132,32,0,67,6,2,1,1,0.594,1,0,0,0
132,132,32,0,68,7,2,0,0,0.46,1,0,0,0
132,132,32,0,69,8,2,1,0,0.474,0,0,0,0
132,132,32,0,70,9,2,0,1,0.535,0,0,0,0
132,132,32,0,71,10,2,1,1,0.559,1,0,0,0
132,132,32,0,72,11,2,0,0,0.415,1,0,0,0
132,132,32,0,73,12,2,1,0,0.694,0,0,0,0
132,132,32,0,74,13,2,0,1,0.815,0,0,0,0
132,132,32,0,75,14,2,1,1,0.884,1,0,0,0
132,132,32,0,76,15,2,0,0,0.643,1,0,0,0
132,132,32,0,77,16,2,1,0,0.464,0,0,0,0
132,132,32,0,78,17,2,0,1,0.53,0,0,0,0
132,132,32,0,79,18,2,0,1,0.722,0,0,0,0
132,132,32,0,80,19,2,0,0,0.518,1,0,0,0
132,132,32,0,1,0,3,-2,-2,NaN,-1,1,1,0
132,132,32,0,2,1,3,0,0,0.468,1,1,0,0
132,132,32,0,3,2,3,1,1,0.589,1,1,0,0
132,132,32,0,4,3,3,0,1,0.503,0,1,0,0
132,132,32,0,5,4,3,1,0,0.403,0,1,0,0
132,132,32,0,6,5,3,1,1,0.653,1,1,0,0
132,132,32,0,7,6,3,0,1,0.686,0,1,0,0
132,132,32,0,8,7,3,1,0,0.631,0,1,0,0
132,132,32,0,9,8,3,1,1,0.461,1,1,0,0
132,132,32,0,10,9,3,0,1,0.647,0,1,0,0
132,132,32,0,11,10,3,0,1,0.603,0,1,0,0
132,132,32,0,12,11,3,1,0,0.525,0,1,0,0
132,132,32,0,13,12,3,1,0,0.684,0,1,0,0
132,132,32,0,14,13,3,0,0,0.373,1,1,0,0
132,132,32,0,15,14,3,1,1,1.184,1,1,0,0
132,132,32,0,16,15,3,1,0,0.409,0,1,0,0
132,132,32,0,17,16,3,1,0,0.473,0,1,0,0
132,132,32,0,18,17,3,1,1,0.413,1,1,0,0
132,132,32,0,19,18,3,1,0,0.454,0,1,0,0
132,132,32,0,20,19,3,0,0,0.576,1,1,0,0
132,132,32,0,21,0,3,-2,-2,NaN,-1,0,1,0
132,132,32,0,22,1,3,1,1,0.42,1,0,0,0
132,132,32,0,23,2,3,0,1,0.808,0,0,0,0
132,132,32,0,24,3,3,0,1,0.458,0,0,0,0
132,132,32,0,25,4,3,1,1,0.449,1,0,0,0
132,132,32,0,26,5,3,0,0,0.398,1,0,0,0
132,132,32,0,27,6,3,1,0,0.492,0,0,0,0
132,132,32,0,28,7,3,1,0,0.458,0,0,0,0
132,132,32,0,29,8,3,0,0,0.408,1,0,0,0
132,132,32,0,30,9,3,1,1,0.682,1,0,0,0
132,132,32,0,31,10,3,0,1,0.713,0,0,0,0
132,132,32,0,32,11,3,0,0,0.397,1,0,0,0
132,132,32,0,33,12,3,0,0,0.543,1,0,0,0
132,132,32,0,34,13,3,1,1,0.586,1,0,0,0
132,132,32,0,35,14,3,0,1,1.405,0,0,0,0
132,132,32,0,36,15,3,1,0,0.387,0,0,0,0
132,132,32,0,37,16,3,0,0,0.323,1,0,0,0
132,132,32,0,38,17,3,1,1,0.682,1,0,0,0
132,132,32,0,39,18,3,0,1,1.549,0,0,0,0
132,132,32,0,40,19,3,1,1,0.575,1,0,0,0
132,132,32,0,41,0,3,-2,-2,NaN,-1,1,1,0
132,132,32,0,42,1,3,0,1,0.883,0,1,0,0
132,132,32,0,43,2,3,1,0,0.405,0,1,0,0
132,132,32,0,44,3,3,1,1,0.636,1,1,0,0
132,132,32,0,45,4,3,0,1,0.445,0,1,0,0
132,132,32,0,46,5,3,1,0,0.573,0,1,0,0
132,132,32,0,47,6,3,0,1,0.417,0,1,0,0
132,132,32,0,48,7,3,0,1,0.524,0,1,0,0
132,132,32,0,49,8,3,1,0,0.368,0,1,0,0
132,132,32,0,50,9,3,1,0,0.499,0,1,0,0
132,132,32,0,51,10,3,0,0,0.351,1,1,0,0
132,132,32,0,52,11,3,1,1,0.659,1,1,0,0
132,132,32,0,53,12,3,1,0,0.452,0,1,0,0
132,132,32,0,54,13,3,0,0,0.507,1,1,0,0
132,132,32,0,55,14,3,1,1,1.098,1,1,0,0
132,132,32,0,56,15,3,0,0,1.868,1,1,0,0
132,132,32,0,57,16,3,0,0,0.714,1,1,0,0
132,132,32,0,58,17,3,0,0,0.325,1,1,0,0
132,132,32,0,59,18,3,1,1,0.788,1,1,0,0
132,132,32,0,60,19,3,0,1,0.598,0,1,0,0
132,132,32,0,61,0,3,-2,-2,NaN,-1,0,1,0
132,132,32,0,62,1,3,1,1,0.571,1,0,0,0
132,132,32,0,63,2,3,0,0,0.556,1,0,0,0
132,132,32,0,64,3,3,1,0,0.387,0,0,0,0
132,132,32,0,65,4,3,0,0,1.303,1,0,0,0
132,132,32,0,66,5,3,0,1,0.755,0,0,0,0
132,132,32,0,67,6,3,1,0,0.316,0,0,0,0
132,132,32,0,68,7,3,0,0,0.459,1,0,0,0
132,132,32,0,69,8,3,1,1,0.698,1,0,0,0
132,132,32,0,70,9,3,0,0,0.253,1,0,0,0
132,132,32,0,71,10,3,0,0,0.284,1,0,0,0
132,132,32,0,72,11,3,0,1,0.482,0,0,0,0
132,132,32,0,73,12,3,1,0,0.354,0,0,0,0
132,132,32,0,74,13,3,0,0,0.374,1,0,0,0
132,132,32,0,75,14,3,1,1,0.376,1,0,0,0
132,132,32,0,76,15,3,0,0,0.355,1,0,0,0
132,132,32,0,77,16,3,1,1,0.614,1,0,0,0
132,132,32,0,78,17,3,0,1,0.474,0,0,0,0
132,132,32,0,79,18,3,0,0,0.483,1,0,0,0
132,132,32,0,80,19,3,0,1,0.405,0,0,0,0
201,201,1,1,1,0,1,-2,-2,NaN,-1,1,1,0
201,201,1,1,2,1,1,1,0,0.667,0,1,0,0
201,201,1,1,3,2,1,0,1,0.5,0,1,0,0
201,201,1,1,4,3,1,1,1,0.39,1,1,0,0
201,201,1,1,5,4,1,1,0,0.635,0,1,0,0
201,201,1,1,6,5,1,0,0,0.881,1,1,0,0
201,201,1,1,7,6,1,1,1,1.534,1,1,0,0
201,201,1,1,8,7,1,0,0,0.431,1,1,0,0
201,201,1,1,9,8,1,1,1,0.445,1,1,0,0
201,201,1,1,10,9,1,0,1,0.434,0,1,0,0
201,201,1,1,11,10,1,1,0,0.961,0,1,0,0
201,201,1,1,12,11,1,1,1,1.295,1,1,0,0
201,201,1,1,13,12,1,0,1,0.402,0,1,0,0
201,201,1,1,14,13,1,0,1,1.296,0,1,0,0
201,201,1,1,15,14,1,1,0,0.403,0,1,0,0
201,201,1,1,16,15,1,0,1,0.983,0,1,0,0
201,201,1,1,17,16,1,1,0,1.278,0,1,0,0
201,201,1,1,18,17,1,1,1,0.706,1,1,0,0
201,201,1,1,19,18,1,0,1,0.395,0,1,0,0
201,201,1,1,20,19,1,1,0,0.296,0,1,0,0
201,201,1,1,21,0,1,-2,-2,NaN,-1,0,1,0
201,201,1,1,22,1,1,0,0,0.328,1,0,0,0
201,201,1,1,23,2,1,0,0,0.384,1,0,0,0
201,201,1,1,24,3,1,1,1,0.412,1,0,0,0
201,201,1,1,25,4,1,0,1,0.362,0,0,0,0
201,201,1,1,26,5,1,0,1,0.277,0,0,0,0
201,201,1,1,27,6,1,0,0,0.302,1,0,0,0
201,201,1,1,28,7,1,1,0,1.79,0,0,0,0
201,201,1,1,29,8,1,0,1,0.904,0,0,0,0
201,201,1,1,30,9,1,1,1,0.338,1,0,0,0
201,201,1,1,31,10,1,0,0,0.343,1,0,0,0
201,201,1,1,32,11,1,1,1,0.295,1,0,0,0
201,201,1,1,33,12,1,1,0,0.486,0,0,0,0
201,201,1,1,34,13,1,0,1,0.496,0,0,0,0
201,201,1,1,35,14,1,1,1,0.342,1,0,0,0
201,201,1,1,36,15,1,1,0,1.016,0,0,0,0
201,201,1,1,37,16,1,0,1,0.508,0,0,0,0
201,201,1,1,38,17,1,1,1,0.621,1,0,0,0
201,201,1,1,39,18,1,0,0,0.422,1,0,0,0
201,201,1,1,40,19,1,0,0,0.428,1,0,0,0
201,201,1,1,41,0,1,-2,-2,NaN,-1,1,1,0
201,201,1,1,42,1,1,0,1,0.252,0,1,0,0
201,201,1,1,43,2,1,1,0,0.36,0,1,0,0
201,201,1,1,44,3,1,0,0,0.479,1,1,0,0
201,201,1,1,45,4,1,0,0,0.505,1,1,0,0
201,201,1,1,46,5,1,1,1,0.804,1,1,0,0
201,201,1,1,47,6,1,0,1,0.348,0,1,0,0
201,201,1,1,48,7,1,0,1,1.04,0,1,0,0
201,201,1,1,49,8,1,1,0,1.352,0,1,0,0
201,201,1,1,50,9,1,1,1,0.318,1,1,0,0
201,201,1,1,51,10,1,1,0,0.867,0,1,0,0
201,201,1,1,52,11,1,0,0,0.347,1,1,0,0
201,201,1,1,53,12,1,1,1,1.662,1,1,0,0
201,201,1,1,54,13,1,0,0,0.973,1,1,0,0
201,201,1,1,55,14,1,1,1,1.19,1,1,0,0
201,201,1,1,56,15,1,0,0,0.427,1,1,0,0
201,201,1,1,57,16,1,1,1,0.424,1,1,0,0
201,201,1,1,58,17,1,1,0,1.065,0,1,0,0
201,201,1,1,59,18,1,1,1,0.789,1,1,0,0
201,201,1,1,60,19,1,1,0,0.551,0,1,0,0
201,201,1,1,61,0,1,-2,-2,NaN,-1,0,1,0
201,201,1,1,62,1,1,1,1,0.376,1,0,0,0
201,201,1,1,63,2,1,0,0,0.478,1,0,0,0
201,201,1,1,64,3,1,1,0,0.824,0,0,0,0
201,201,1,1,65,4,1,0,1,0.325,0,0,0,0
201,201,1,1,66,5,1,0,1,0.374,0,0,0,0
201,201,1,1,67,6,1,0,0,0.415,1,0,0,0
201,201,1,1,68,7,1,1,1,0.31,1,0,0,0
201,201,1,1,69,8,1,1,0,0.686,0,0,0,0
201,201,1,1,70,9,1,1,1,0.368,1,0,0,0
201,201,1,1,71,10,1,1,1,0.327,1,0,0,0
201,201,1,1,72,11,1,1,0,0.607,0,0,0,0
201,201,1,1,73,12,1,1,0,0.326,0,0,0,0
201,201,1,1,74,13,1,0,1,0.455,0,0,0,0
201,201,1,1,75,14,1,1,1,1.257,1,0,0,0
201,201,1,1,76,15,1,0,0,0.879,1,0,0,0
201,201,1,1,77,16,1,0,1,0.372,0,0,0,0
201,201,1,1,78,17,1,1,0,1.245,0,0,0,0
201,201,1,1,79,18,1,1,1,0.362,1,0,0,0
201,201,1,1,80,19,1,0,1,0.397,0,0,0,0
201,201,1,1,1,0,2,-2,-2,NaN,-1,1,1,0
201,201,1,1,2,1,2,0,1,0.461,0,1,0,0
201,201,1,1,3,2,2,0,0,0.407,1,1,0,0
201,201,1,1,4,3,2,1,1,0.472,1,1,0,0
201,201,1,1,5,4,2,0,1,1.093,0,1,0,0
201,201,1,1,6,5,2,0,1,1.057,0,1,0,0
201,201,1,1,7,6,2,1,0,0.3,0,1,0,0
201,201,1,1,8,7,2,1,1,0.288,1,1,0,0
201,201,1,1,9,8,2,1,0,0.461,0,1,0,0
201,201,1,1,10,9,2,1,1,0.27,1,1,0,0
201,201,1,1,11,10,2,0,1,0.872,0,1,0,0
201,201,1,1,12,11,2,1,0,0.297,0,1,0,0
201,201,1,1,13,12,2,0,1,0.318,0,1,0,0
201,201,1,1,14,13,2,1,0,1.026,0,1,0,0
201,201,1,1,15,14,2,1,1,0.333,1,1,0,0
201,201,1,1,16,15,2,1,0,0.655,0,1,0,0
201,201,1,1,17,16,2,1,1,0.339,1,1,0,0
201,201,1,1,18,17,2,0,0,0.67,1,1,0,0
201,201,1,1,19,18,2,1,1,0.307,1,1,0,0
201,201,1,1,20,19,2,1,0,0.302,0,1,0,0
201,201,1,1,21,0,2,-2,-2,NaN,-1,0,1,0
201,201,1,1,22,1,2,1,0,0.312,0,0,0,0
201,201,1,1,23,2,2,1,1,0.442,1,0,0,0
201,201,1,1,24,3,2,1,1,0.512,1,0,0,0
201,201,1,1,25,4,2,1,0,0.368,0,0,0,0
201,201,1,1,26,5,2,1,0,0.321,0,0,0,0
201,201,1,1,27,6,2,1,1,0.471,1,0,0,0
201,201,1,1,28,7,2,1,1,0.374,1,0,0,0
201,201,1,1,29,8,2,1,0,0.77,0,0,0,0
201,201,1,1,30,9,2,1,0,0.365,0,0,0,0
201,201,1,1,31,10,2,1,1,0.333,1,0,0,0
201,201,1,1,32,11,2,1,1,0.817,1,0,0,0
201,201,1,1,33,12,2,1,0,0.314,0,0,0,0
201,201,1,1,34,13,2,1,0,0.799,0,0,0,0
201,201,1,1,35,14,2,1,1,0.5,1,0,0,0
201,201,1,1,36,15,2,1,1,0.556,1,0,0,0
201,201,1,1,37,16,2,1,0,0.437,0,0,0,0
201,201,1,1,38,17,2,1,0,0.309,0,0,0,0
201,201,1,1,39,18,2,1,1,0.363,1,0,0,0
201,201,1,1,40,19,2,1,1,0.476,1,0,0,0
201,201,1,1,41,0,2,-2,-2,NaN,-1,1,1,0
201,201,1,1,42,1,2,1,0,0.359,0,1,0,0
201,201,1,1,43,2,2,1,1,0.264,1,1,0,0
201,201,1,1,44,3,2,1,0,0.324,0,1,0,0
201,201,1,1,45,4,2,0,1,0.316,0,1,0,0
201,201,1,1,46,5,2,1,0,0.322,0,1,0,0
201,201,1,1,47,6,2,1,1,0.388,1,1,0,0
201,201,1,1,48,7,2,1,0,0.715,0,1,0,0
201,201,1,1,49,8,2,0,1,0.436,0,1,0,0
201,201,1,1,50,9,2,1,0,0.316,0,1,0,0
201,201,1,1,51,10,2,1,1,0.395,1,1,0,0
201,201,1,1,52,11,2,0,0,0.325,1,1,0,0
201,201,1,1,53,12,2,1,1,0.273,1,1,0,0
201,201,1,1,54,13,2,1,0,0.336,0,1,0,0
201,201,1,1,55,14,2,1,0,0.329,0,1,0,0
201,201,1,1,56,15,2,1,1,0.335,1,1,0,0
201,201,1,1,57,16,2,1,0,0.409,0,1,0,0
201,201,1,1,58,17,2,1,1,0.417,1,1,0,0
201,201,1,1,59,18,2,0,1,0.39,0,1,0,0
201,201,1,1,60,19,2,1,0,0.337,0,1,0,0
201,201,1,1,61,0,2,-2,-2,NaN,-1,0,1,0
201,201,1,1,62,1,2,1,0,0.308,0,0,0,0
201,201,1,1,63,2,2,0,0,0.362,1,0,0,0
201,201,1,1,64,3,2,1,1,0.3,1,0,0,0
201,201,1,1,65,4,2,1,0,0.345,0,0,0,0
201,201,1,1,66,5,2,1,0,0.555,0,0,0,0
201,201,1,1,67,6,2,1,1,0.381,1,0,0,0
201,201,1,1,68,7,2,1,1,0.641,1,0,0,0
201,201,1,1,69,8,2,1,0,0.32,0,0,0,0
201,201,1,1,70,9,2,1,0,0.33,0,0,0,0
201,201,1,1,71,10,2,1,1,0.487,1,0,0,0
201,201,1,1,72,11,2,1,1,0.338,1,0,0,0
201,201,1,1,73,12,2,1,0,0.79,0,0,0,0
201,201,1,1,74,13,2,1,0,0.31,0,0,0,0
201,201,1,1,75,14,2,1,1,0.338,1,0,0,0
201,201,1,1,76,15,2,1,1,0.31,1,0,0,0
201,201,1,1,77,16,2,1,0,0.36,0,0,0,0
201,201,1,1,78,17,2,1,0,0.377,0,0,0,0
201,201,1,1,79,18,2,0,1,0.276,0,0,0,0
201,201,1,1,80,19,2,0,0,0.35,1,0,0,0
201,201,1,1,1,0,3,-2,-2,NaN,-1,1,1,0
201,201,1,1,2,1,3,1,1,0.468,1,1,0,0
201,201,1,1,3,2,3,1,0,0.284,0,1,0,0
201,201,1,1,4,3,3,1,1,0.304,1,1,0,0
201,201,1,1,5,4,3,1,0,0.29,0,1,0,0
201,201,1,1,6,5,3,1,1,0.298,1,1,0,0
201,201,1,1,7,6,3,1,0,1.098,0,1,0,0
201,201,1,1,8,7,3,1,1,0.288,1,1,0,0
201,201,1,1,9,8,3,1,0,0.427,0,1,0,0
201,201,1,1,10,9,3,0,1,0.536,0,1,0,0
201,201,1,1,11,10,3,1,0,0.291,0,1,0,0
201,201,1,1,12,11,3,1,1,0.369,1,1,0,0
201,201,1,1,13,12,3,1,0,0.484,0,1,0,0
201,201,1,1,14,13,3,1,1,0.374,1,1,0,0
