code,idc,id,social,rtrial,blocktrial,run,payoff,choice,rt,opchoice,opponent,blank,missing
120,120,20,0,38,17,1,0,0,0.472,1,0,0,0
120,120,20,0,39,18,1,1,1,0.465,1,0,0,0
120,120,20,0,40,19,1,1,1,0.419,1,0,0,0
120,120,20,0,41,0,1,-2,-2,NaN,-1,1,1,0
120,120,20,0,42,1,1,1,0,0.614,0,1,0,0
120,120,20,0,43,2,1,0,0,0.486,1,1,0,0
120,120,20,0,44,3,1,0,0,0.408,1,1,0,0
120,120,20,0,45,4,1,1,1,0.786,1,1,0,0
120,120,20,0,46,5,1,0,1,0.429,0,1,0,0
120,120,20,0,47,6,1,1,0,0.361,0,1,0,0
120,120,20,0,48,7,1,1,0,0.688,0,1,0,0
120,120,20,0,49,8,1,1,1,0.38,1,1,0,0
120,120,20,0,50,9,1,0,1,0.527,0,1,0,0
120,120,20,0,51,10,1,1,0,1.277,0,1,0,0
120,120,20,0,52,11,1,0,0,0.374,1,1,0,0
120,120,20,0,53,12,1,1,1,0.353,1,1,0,0
120,120,20,0,54,13,1,1,1,0.433,1,1,0,0
120,120,20,0,55,14,1,1,0,0.452,0,1,0,0
120,120,20,0,56,15,1,0,0,0.404,1,1,0,0
120,120,20,0,57,16,1,1,1,0.386,1,1,0,0
120,120,20,0,58,17,1,0,1,0.438,0,1,0,0
120,120,20,0,59,18,1,1,0,0.68,0,1,0,0
120,120,20,0,60,19,1,1,1,0.677,1,1,0,0
120,120,20,0,61,0,1,-2,-2,NaN,-1,0,1,0
120,120,20,0,62,1,1,0,0,0.461,1,0,0,0
120,120,20,0,63,2,1,0,0,0.52,1,0,0,0
120,120,20,0,64,3,1,0,1,0.793,0,0,0,0
120,120,20,0,65,4,1,1,0,0.395,0,0,0,0
120,120,20,0,66,5,1,0,1,0.377,0,0,0,0
120,120,20,0,67,6,1,0,0,0.47,1,0,0,0
120,120,20,0,68,7,1,1,1,0.565,1,0,0,0
120,120,20,0,69,8,1,0,1,0.594,0,0,0,0
120,120,20,0,70,9,1,0,0,0.339,1,0,0,0
120,120,20,0,71,10,1,1,1,0.465,1,0,0,0
120,120,20,0,72,11,1,0,1,0.407,0,0,0,0
120,120,20,0,73,12,1,1,0,0.472,0,0,0,0
120,120,20,0,74,13,1,1,0,0.428,0,0,0,0
120,120,20,0,75,14,1,1,1,0.391,1,0,0,0
120,120,20,0,76,15,1,1,1,0.612,1,0,0,0
120,120,20,0,77,16,1,0,1,0.36,0,0,0,0
120,120,20,0,78,17,1,1,0,0.494,0,0,0,0
120,120,20,0,79,18,1,1,1,0.51,1,0,0,0
120,120,20,0,80,19,1,0,1,0.446,0,0,0,0
120,120,20,0,1,0,2,-2,-2,NaN,-1,1,1,0
120,120,20,0,2,1,2,0,1,1.087,0,1,0,0
120,120,20,0,3,2,2,0,0,0.737,1,1,0,0
120,120,20,0,4,3,2,0,0,1.073,1,1,0,0
120,120,20,0,5,4,2,0,0,0.408,1,1,0,0
120,120,20,0,6,5,2,1,1,1.171,1,1,0,0
120,120,20,0,7,6,2,0,1,1.251,0,1,0,0
120,120,20,0,8,7,2,1,0,0.459,0,1,0,0
120,120,20,0,9,8,2,0,0,0.402,1,1,0,0
120,120,20,0,10,9,2,1,1,0.466,1,1,0,0
120,120,20,0,11,10,2,0,1,0.489,0,1,0,0
120,120,20,0,12,11,2,1,0,0.634,0,1,0,0
120,120,20,0,13,12,2,1,0,0.411,0,1,0,0
120,120,20,0,14,13,2,1,1,0.515,1,1,0,0
120,120,20,0,15,14,2,0,1,0.55,0,1,0,0
120,120,20,0,16,15,2,0,1,0.345,0,1,0,0
120,120,20,0,17,16,2,0,1,1.536,0,1,0,0
120,120,20,0,18,17,2,0,1,0.387,0,1,0,0
120,120,20,0,19,18,2,0,1,0.414,0,1,0,0
120,120,20,0,20,19,2,1,0,0.382,0,1,0,0
120,120,20,0,21,0,2,-2,-2,NaN,-1,0,1,0
120,120,20,0,22,1,2,1,0,1.117,0,0,0,0
120,120,20,0,23,2,2,0,0,0.45,1,0,0,0
120,120,20,0,24,3,2,0,0,0.654,1,0,0,0
120,120,20,0,25,4,2,0,1,0.404,0,0,0,0
120,120,20,0,26,5,2,0,1,0.341,0,0,0,0
120,120,20,0,27,6,2,1,1,0.289,1,0,0,0
120,120,20,0,28,7,2,1,1,0.358,1,0,0,0
120,120,20,0,29,8,2,0,1,0.4,0,0,0,0
120,120,20,0,30,9,2,1,0,0.468,0,0,0,0
120,120,20,0,31,10,2,0,0,0.477,1,0,0,0
120,120,20,0,32,11,2,1,1,0.416,1,0,0,0
120,120,20,0,33,12,2,1,0,0.474,0,0,0,0
120,120,20,0,34,13,2,1,0,0.405,0,0,0,0
120,120,20,0,35,14,2,1,1,0.376,1,0,0,0
120,120,20,0,36,15,2,1,1,0.43,1,0,0,0
120,120,20,0,37,16,2,1,0,0.585,0,0,0,0
120,120,20,0,38,17,2,1,0,0.401,0,0,0,0
120,120,20,0,39,18,2,1,1,0.445,1,0,0,0
120,120,20,0,40,19,2,1,1,0.504,1,0,0,0
120,120,20,0,41,0,2,-2,-2,NaN,-1,1,1,0
120,120,20,0,42,1,2,0,1,0.445,0,1,0,0
120,120,20,0,43,2,2,0,1,0.435,0,1,0,0
120,120,20,0,44,3,2,1,0,0.397,0,1,0,0
120,120,20,0,45,4,2,1,0,0.498,0,1,0,0
120,120,20,0,46,5,2,0,0,0.457,1,1,0,0
120,120,20,0,47,6,2,1,1,0.645,1,1,0,0
120,120,20,0,48,7,2,0,1,1.257,0,1,0,0
120,120,20,0,49,8,2,1,0,0.609,0,1,0,0
120,120,20,0,50,9,2,1,0,0.376,0,1,0,0
120,120,20,0,51,10,2,0,0,0.39,1,1,0,0
120,120,20,0,52,11,2,1,1,0.51,1,1,0,0
120,120,20,0,53,12,2,0,0,0.383,1,1,0,0
120,120,20,0,54,13,2,1,1,0.404,1,1,0,0
120,120,20,0,55,14,2,1,0,0.465,0,1,0,0
120,120,20,0,56,15,2,1,1,0.389,1,1,0,0
120,120,20,0,57,16,2,0,1,0.392,0,1,0,0
120,120,20,0,58,17,2,1,0,0.344,0,1,0,0
120,120,20,0,59,18,2,0,1,0.532,0,1,0,0
120,120,20,0,60,19,2,1,0,0.41,0,1,0,0
120,120,20,0,61,0,2,-2,-2,NaN,-1,0,1,0
120,120,20,0,62,1,2,0,1,0.411,0,0,0,0
120,120,20,0,63,2,2,0,0,0.513,1,0,0,0
120,120,20,0,64,3,2,0,0,0.506,1,0,0,0
120,120,20,0,65,4,2,1,0,0.357,0,0,0,0
120,120,20,0,66,5,2,1,0,0.531,0,0,0,0
120,120,20,0,67,6,2,1,1,0.39,1,0,0,0
120,120,20,0,68,7,2,1,1,0.331,1,0,0,0
120,120,20,0,69,8,2,1,0,0.346,0,0,0,0
120,120,20,0,70,9,2,1,0,0.415,0,0,0,0
120,120,20,0,71,10,2,1,1,0.333,1,0,0,0
120,120,20,0,72,11,2,1,1,0.462,1,0,0,0
120,120,20,0,73,12,2,1,0,0.46,0,0,0,0
120,120,20,0,74,13,2,1,0,0.534,0,0,0,0
120,120,20,0,75,14,2,1,1,0.441,1,0,0,0
120,120,20,0,76,15,2,1,1,0.401,1,0,0,0
120,120,20,0,77,16,2,1,0,0.536,0,0,0,0
120,120,20,0,78,17,2,1,0,0.362,0,0,0,0
120,120,20,0,79,18,2,0,1,0.404,0,0,0,0
120,120,20,0,80,19,2,1,1,0.395,1,0,0,0
120,120,20,0,1,0,3,-2,-2,NaN,-1,1,1,0
120,120,20,0,2,1,3,1,1,0.447,1,1,0,0
120,120,20,0,3,2,3,1,0,0.377,0,1,0,0
120,120,20,0,4,3,3,0,0,0.452,1,1,0,0
120,120,20,0,5,4,3,0,0,0.306,1,1,0,0
120,120,20,0,6,5,3,0,0,0.371,1,1,0,0
120,120,20,0,7,6,3,1,1,0.527,1,1,0,0
120,120,20,0,8,7,3,0,1,0.386,0,1,0,0
120,120,20,0,9,8,3,1,0,0.309,0,1,0,0
120,120,20,0,10,9,3,1,0,0.898,0,1,0,0
120,120,20,0,11,10,3,0,0,0.452,1,1,0,0
120,120,20,0,12,11,3,1,1,0.405,1,1,0,0
120,120,20,0,13,12,3,1,0,0.418,0,1,0,0
120,120,20,0,14,13,3,1,1,0.452,1,1,0,0
120,120,20,0,15,14,3,0,1,0.437,0,1,0,0
120,120,20,0,16,15,3,0,0,0.487,1,1,0,0
120,120,20,0,17,16,3,0,0,0.394,1,1,0,0
120,120,20,0,18,17,3,1,1,0.351,1,1,0,0
120,120,20,0,19,18,3,0,1,0.452,0,1,0,0
120,120,20,0,20,19,3,1,0,0.379,0,1,0,0
120,120,20,0,21,0,3,-2,-2,NaN,-1,0,1,0
120,120,20,0,22,1,3,1,1,0.872,1,0,0,0
120,120,20,0,23,2,3,0,1,0.392,0,0,0,0
120,120,20,0,24,3,3,1,0,0.452,0,0,0,0
120,120,20,0,25,4,3,1,1,0.386,1,0,0,0
120,120,20,0,26,5,3,1,1,0.499,1,0,0,0
120,120,20,0,27,6,3,1,0,0.481,0,0,0,0
120,120,20,0,28,7,3,1,0,0.421,0,0,0,0
120,120,20,0,29,8,3,1,1,0.469,1,0,0,0
120,120,20,0,30,9,3,1,1,0.429,1,0,0,0
120,120,20,0,31,10,3,1,0,0.434,0,0,0,0
120,120,20,0,32,11,3,0,0,0.46,1,0,0,0
120,120,20,0,33,12,3,1,1,0.431,1,0,0,0
120,120,20,0,34,13,3,1,1,0.459,1,0,0,0
120,120,20,0,35,14,3,1,0,0.411,0,0,0,0
120,120,20,0,36,15,3,1,0,0.374,0,0,0,0
120,120,20,0,37,16,3,1,1,0.446,1,0,0,0
120,120,20,0,38,17,3,1,1,0.756,1,0,0,0
120,120,20,0,39,18,3,1,0,0.578,0,0,0,0
120,120,20,0,40,19,3,0,0,0.405,1,0,0,0
120,120,20,0,41,0,3,-2,-2,NaN,-1,1,1,0
120,120,20,0,42,1,3,1,1,0.635,1,1,0,0
120,120,20,0,43,2,3,1,0,0.599,0,1,0,0
120,120,20,0,44,3,3,1,1,0.37,1,1,0,0
120,120,20,0,45,4,3,0,0,0.438,1,1,0,0
120,120,20,0,46,5,3,1,1,0.341,1,1,0,0
120,120,20,0,47,6,3,1,1,0.384,1,1,0,0
120,120,20,0,48,7,3,0,1,0.386,0,1,0,0
120,120,20,0,49,8,3,1,0,0.362,0,1,0,0
120,120,20,0,50,9,3,1,0,0.441,0,1,0,0
120,120,20,0,51,10,3,1,1,0.367,1,1,0,0
120,120,20,0,52,11,3,0,1,0.34,0,1,0,0
120,120,20,0,53,12,3,1,0,0.623,0,1,0,0
120,120,20,0,54,13,3,0,1,0.381,0,1,0,0
120,120,20,0,55,14,3,1,0,0.388,0,1,0,0
120,120,20,0,56,15,3,1,0,0.548,0,1,0,0
120,120,20,0,57,16,3,1,1,0.45,1,1,0,0
120,120,20,0,58,17,3,1,1,0.382,1,1,0,0
120,120,20,0,59,18,3,0,1,0.322,0,1,0,0
120,120,20,0,60,19,3,1,0,0.258,0,1,0,0
120,120,20,0,61,0,3,-2,-2,NaN,-1,0,1,0
120,120,20,0,62,1,3,1,1,0.509,1,0,0,0
120,120,20,0,63,2,3,0,0,0.433,1,0,0,0
120,120,20,0,64,3,3,1,0,0.545,0,0,0,0
120,120,20,0,65,4,3,0,0,0.534,1,0,0,0
120,120,20,0,66,5,3,0,1,0.403,0,0,0,0
120,120,20,0,67,6,3,0,1,0.352,0,0,0,0
120,120,20,0,68,7,3,0,0,0.324,1,0,0,0
120,120,20,0,69,8,3,1,1,0.412,1,0,0,0
120,120,20,0,70,9,3,0,0,0.403,1,0,0,0
120,120,20,0,71,10,3,0,0,0.594,1,0,0,0
120,120,20,0,72,11,3,0,1,0.359,0,0,0,0
120,120,20,0,73,12,3,1,0,0.262,0,0,0,0
120,120,20,0,74,13,3,0,0,0.656,1,0,0,0
120,120,20,0,75,14,3,1,1,0.344,1,0,0,0
120,120,20,0,76,15,3,0,0,0.411,1,0,0,0
120,120,20,0,77,16,3,0,0,0.516,1,0,0,0
120,120,20,0,78,17,3,0,1,0.387,0,0,0,0
120,120,20,0,79,18,3,0,0,0.449,1,0,0,0
120,120,20,0,80,19,3,0,1,0.349,0,0,0,0
121,121,21,0,1,0,1,-2,-2,NaN,-1,1,1,0
121,121,21,0,2,1,1,1,0,1.229,0,1,0,0
121,121,21,0,3,2,1,1,0,0.742,0,1,0,0
121,121,21,0,4,3,1,0,0,0.943,1,1,0,0
121,121,21,0,5,4,1,0,0,1.267,1,1,0,0
121,121,21,0,6,5,1,0,0,1.066,1,1,0,0
121,121,21,0,7,6,1,1,1,0.484,1,1,0,0
121,121,21,0,8,7,1,1,1,0.852,1,1,0,0
121,121,21,0,9,8,1,0,1,0.692,0,1,0,0
121,121,21,0,10,9,1,0,1,0.806,0,1,0,0
121,121,21,0,11,10,1,0,1,1.043,0,1,0,0
121,121,21,0,12,11,1,0,1,0.859,0,1,0,0
121,121,21,0,13,12,1,1,0,0.791,0,1,0,0
121,121,21,0,14,13,1,1,0,0.471,0,1,0,0
121,121,21,0,15,14,1,0,0,0.734,1,1,0,0
121,121,21,0,16,15,1,0,0,0.728,1,1,0,0
121,121,21,0,17,16,1,0,0,1.102,1,1,0,0
121,121,21,0,18,17,1,0,0,0.438,1,1,0,0
121,121,21,0,19,18,1,1,1,0.81,1,1,0,0
121,121,21,0,20,19,1,0,1,0.957,0,1,0,0
121,121,21,0,21,0,1,-2,-2,NaN,-1,0,1,0
121,121,21,0,22,1,1,0,0,0.71,1,0,0,0
121,121,21,0,23,2,1,1,1,0.406,1,0,0,0
121,121,21,0,24,3,1,1,1,0.599,1,0,0,0
121,121,21,0,25,4,1,0,1,0.408,0,0,0,0
121,121,21,0,26,5,1,0,1,0.611,0,0,0,0
121,121,21,0,27,6,1,1,1,1.016,1,0,0,0
121,121,21,0,28,7,1,0,1,1.385,0,0,0,0
121,121,21,0,29,8,1,0,1,0.781,0,0,0,0
121,121,21,0,30,9,1,1,1,0.736,1,0,0,0
121,121,21,0,31,10,1,1,1,1.585,1,0,0,0
121,121,21,0,32,11,1,1,1,0.855,1,0,0,0
121,121,21,0,33,12,1,0,1,0.918,0,0,0,0
121,121,21,0,34,13,1,0,1,0.649,0,0,0,0
121,121,21,0,35,14,1,1,1,0.85,1,0,0,0
121,121,21,0,36,15,1,0,1,0.696,0,0,0,0
121,121,21,0,37,16,1,0,1,0.642,0,0,0,0
121,121,21,0,38,17,1,#NAME?,NaN,NaN,1,0,0,1
121,121,21,0,39,18,1,1,1,1.318,1,0,0,0
121,121,21,0,40,19,1,1,1,0.617,1,0,0,0
121,121,21,0,41,0,1,-2,-2,NaN,-1,1,1,0
121,121,21,0,42,1,1,0,1,1.984,0,1,0,0
121,121,21,0,43,2,1,0,1,0.946,0,1,0,0
121,121,21,0,44,3,1,1,0,0.738,0,1,0,0
121,121,21,0,45,4,1,1,0,0.378,0,1,0,0
121,121,21,0,46,5,1,1,0,0.671,0,1,0,0
121,121,21,0,47,6,1,#NAME?,NaN,NaN,1,1,0,1
121,121,21,0,48,7,1,0,0,0.781,1,1,0,0
121,121,21,0,49,8,1,0,0,0.556,1,1,0,0
121,121,21,0,50,9,1,0,0,0.673,1,1,0,0
121,121,21,0,51,10,1,0,0,0.308,1,1,0,0
121,121,21,0,52,11,1,0,0,1.303,1,1,0,0
121,121,21,0,53,12,1,1,1,0.233,1,1,0,0
121,121,21,0,54,13,1,1,1,0.423,1,1,0,0
121,121,21,0,55,14,1,0,1,0.428,0,1,0,0
121,121,21,0,56,15,1,0,1,1.607,0,1,0,0
121,121,21,0,57,16,1,0,1,0.301,0,1,0,0
121,121,21,0,58,17,1,1,0,0.864,0,1,0,0
121,121,21,0,59,18,1,1,0,0.484,0,1,0,0
121,121,21,0,60,19,1,0,0,0.953,1,1,0,0
121,121,21,0,61,0,1,-2,-2,NaN,-1,0,1,0
121,121,21,0,62,1,1,1,1,0.937,1,0,0,0
121,121,21,0,63,2,1,1,1,0.543,1,0,0,0
121,121,21,0,64,3,1,0,1,0.304,0,0,0,0
121,121,21,0,65,4,1,0,1,0.386,0,0,0,0
121,121,21,0,66,5,1,0,1,0.744,0,0,0,0
121,121,21,0,67,6,1,1,1,0.517,1,0,0,0
121,121,21,0,68,7,1,1,1,1.69,1,0,0,0
121,121,21,0,69,8,1,0,1,0.425,0,0,0,0
121,121,21,0,70,9,1,1,1,0.629,1,0,0,0
121,121,21,0,71,10,1,1,1,0.853,1,0,0,0
121,121,21,0,72,11,1,0,1,0.398,0,0,0,0
121,121,21,0,73,12,1,0,1,0.558,0,0,0,0
121,121,21,0,74,13,1,#NAME?,NaN,NaN,0,0,0,1
121,121,21,0,75,14,1,1,1,0.664,1,0,0,0
121,121,21,0,76,15,1,1,1,0.558,1,0,0,0
121,121,21,0,77,16,1,0,1,0.322,0,0,0,0
121,121,21,0,78,17,1,0,1,0.39,0,0,0,0
121,121,21,0,79,18,1,1,1,0.344,1,0,0,0
121,121,21,0,80,19,1,0,1,0.932,0,0,0,0
121,121,21,0,1,0,2,-2,-2,NaN,-1,1,1,0
121,121,21,0,2,1,2,1,0,1.445,0,1,0,0
121,121,21,0,3,2,2,0,0,0.601,1,1,0,0
121,121,21,0,4,3,2,0,0,0.454,1,1,0,0
121,121,21,0,5,4,2,1,1,0.767,1,1,0,0
121,121,21,0,6,5,2,0,1,0.841,0,1,0,0
121,121,21,0,7,6,2,1,0,0.477,0,1,0,0
121,121,21,0,8,7,2,0,0,0.675,1,1,0,0
121,121,21,0,9,8,2,#NAME?,NaN,NaN,1,1,0,1
121,121,21,0,10,9,2,0,0,1.227,1,1,0,0
121,121,21,0,11,10,2,1,1,0.703,1,1,0,0
121,121,21,0,12,11,2,#NAME?,NaN,NaN,0,1,0,1
121,121,21,0,13,12,2,0,1,0.548,0,1,0,0
121,121,21,0,14,13,2,1,0,1.215,0,1,0,0
121,121,21,0,15,14,2,1,1,1.109,1,1,0,0
121,121,21,0,16,15,2,0,1,0.376,0,1,0,0
121,121,21,0,17,16,2,0,1,1.64,0,1,0,0
121,121,21,0,18,17,2,0,1,0.661,0,1,0,0
121,121,21,0,19,18,2,0,1,1.688,0,1,0,0
121,121,21,0,20,19,2,0,1,1.439,0,1,0,0
121,121,21,0,21,0,2,-2,-2,NaN,-1,0,1,0
121,121,21,0,22,1,2,0,1,0.914,0,0,0,0
121,121,21,0,23,2,2,1,1,0.996,1,0,0,0
121,121,21,0,24,3,2,1,1,0.96,1,0,0,0
121,121,21,0,25,4,2,0,1,0.404,0,0,0,0
121,121,21,0,26,5,2,0,1,0.464,0,0,0,0
121,121,21,0,27,6,2,1,1,0.831,1,0,0,0
121,121,21,0,28,7,2,1,1,1.324,1,0,0,0
121,121,21,0,29,8,2,0,1,0.479,0,0,0,0
121,121,21,0,30,9,2,0,1,0.554,0,0,0,0
121,121,21,0,31,10,2,1,1,0.818,1,0,0,0
121,121,21,0,32,11,2,#NAME?,NaN,NaN,1,0,0,1
121,121,21,0,33,12,2,0,1,0.583,0,0,0,0
121,121,21,0,34,13,2,0,1,0.664,0,0,0,0
121,121,21,0,35,14,2,1,1,0.83,1,0,0,0
121,121,21,0,36,15,2,1,1,0.606,1,0,0,0
121,121,21,0,37,16,2,0,1,0.771,0,0,0,0
121,121,21,0,38,17,2,0,1,0.515,0,0,0,0
121,121,21,0,39,18,2,0,0,0.32,1,0,0,0
121,121,21,0,40,19,2,1,1,0.596,1,0,0,0
121,121,21,0,41,0,2,-2,-2,NaN,-1,1,1,0
121,121,21,0,42,1,2,1,0,0.426,0,1,0,0
121,121,21,0,43,2,2,1,1,0.353,1,1,0,0
121,121,21,0,44,3,2,0,1,0.854,0,1,0,0
121,121,21,0,45,4,2,1,0,0.315,0,1,0,0
121,121,21,0,46,5,2,0,0,0.4,1,1,0,0
121,121,21,0,47,6,2,0,0,0.3,1,1,0,0
121,121,21,0,48,7,2,0,0,0.507,1,1,0,0
121,121,21,0,49,8,2,0,0,0.851,1,1,0,0
121,121,21,0,50,9,2,0,0,1.464,1,1,0,0
121,121,21,0,51,10,2,0,0,0.312,1,1,0,0
121,121,21,0,52,11,2,#NAME?,NaN,NaN,1,1,0,1
121,121,21,0,53,12,2,1,1,0.806,1,1,0,0
121,121,21,0,54,13,2,1,1,0.562,1,1,0,0
121,121,21,0,55,14,2,1,0,0.419,0,1,0,0
121,121,21,0,56,15,2,0,0,0.4,1,1,0,0
121,121,21,0,57,16,2,0,0,0.382,1,1,0,0
121,121,21,0,58,17,2,1,1,0.667,1,1,0,0
121,121,21,0,59,18,2,1,0,0.364,0,1,0,0
121,121,21,0,60,19,2,0,0,0.39,1,1,0,0
121,121,21,0,61,0,2,-2,-2,NaN,-1,0,1,0
121,121,21,0,62,1,2,0,1,0.616,0,0,0,0
121,121,21,0,63,2,2,0,0,0.262,1,0,0,0
121,121,21,0,64,3,2,1,1,1.673,1,0,0,0
121,121,21,0,65,4,2,0,1,0.489,0,0,0,0
121,121,21,0,66,5,2,0,1,1.127,0,0,0,0
121,121,21,0,67,6,2,#NAME?,NaN,NaN,1,0,0,1
121,121,21,0,68,7,2,0,0,1.431,1,0,0,0
121,121,21,0,69,8,2,0,1,0.375,0,0,0,0
121,121,21,0,70,9,2,1,0,0.298,0,0,0,0
121,121,21,0,71,10,2,0,0,0.237,1,0,0,0
121,121,21,0,72,11,2,1,1,0.553,1,0,0,0
121,121,21,0,73,12,2,0,1,0.378,0,0,0,0
121,121,21,0,74,13,2,1,0,0.277,0,0,0,0
121,121,21,0,75,14,2,1,1,0.329,1,0,0,0
121,121,21,0,76,15,2,0,0,1.509,1,0,0,0
121,121,21,0,77,16,2,1,0,0.467,0,0,0,0
121,121,21,0,78,17,2,1,0,0.251,0,0,0,0
121,121,21,0,79,18,2,0,1,0.424,0,0,0,0
121,121,21,0,80,19,2,0,0,0.643,1,0,0,0
121,121,21,0,1,0,3,-2,-2,NaN,-1,1,1,0
121,121,21,0,2,1,3,1,1,0.366,1,1,0,0
121,121,21,0,3,2,3,0,1,0.303,0,1,0,0
121,121,21,0,4,3,3,0,1,0.34,0,1,0,0
121,121,21,0,5,4,3,1,0,0.367,0,1,0,0
121,121,21,0,6,5,3,1,1,0.34,1,1,0,0
121,121,21,0,7,6,3,0,1,0.251,0,1,0,0
121,121,21,0,8,7,3,1,0,0.437,0,1,0,0
121,121,21,0,9,8,3,1,1,0.276,1,1,0,0
121,121,21,0,10,9,3,0,1,0.305,0,1,0,0
121,121,21,0,11,10,3,0,1,0.348,0,1,0,0
121,121,21,0,12,11,3,0,1,0.317,0,1,0,0
121,121,21,0,13,12,3,0,1,0.273,0,1,0,0
121,121,21,0,14,13,3,0,1,0.479,0,1,0,0
121,121,21,0,15,14,3,1,0,0.842,0,1,0,0
121,121,21,0,16,15,3,0,0,0.615,1,1,0,0
121,121,21,0,17,16,3,1,1,0.341,1,1,0,0
121,121,21,0,18,17,3,0,1,0.305,0,1,0,0
121,121,21,0,19,18,3,0,1,1.062,0,1,0,0
121,121,21,0,20,19,3,1,0,0.637,0,1,0,0
121,121,21,0,21,0,3,-2,-2,NaN,-1,0,1,0
121,121,21,0,22,1,3,1,1,0.522,1,0,0,0
121,121,21,0,23,2,3,0,1,0.349,0,0,0,0
121,121,21,0,24,3,3,0,1,0.319,0,0,0,0
121,121,21,0,25,4,3,1,1,0.235,1,0,0,0
121,121,21,0,26,5,3,1,1,0.304,1,0,0,0
121,121,21,0,27,6,3,0,1,0.477,0,0,0,0
121,121,21,0,28,7,3,0,1,0.334,0,0,0,0
121,121,21,0,29,8,3,1,1,0.276,1,0,0,0
121,121,21,0,30,9,3,1,1,0.288,1,0,0,0
121,121,21,0,31,10,3,0,1,0.275,0,0,0,0
121,121,21,0,32,11,3,1,1,0.894,1,0,0,0
121,121,21,0,33,12,3,1,1,0.452,1,0,0,0
121,121,21,0,34,13,3,1,1,0.341,1,0,0,0
121,121,21,0,35,14,3,1,0,0.3,0,0,0,0
121,121,21,0,36,15,3,1,0,0.504,0,0,0,0
121,121,21,0,37,16,3,1,1,0.379,1,0,0,0
121,121,21,0,38,17,3,1,1,0.407,1,0,0,0
121,121,21,0,39,18,3,1,0,0.335,0,0,0,0
121,121,21,0,40,19,3,1,1,1.359,1,0,0,0
121,121,21,0,41,0,3,-2,-2,NaN,-1,1,1,0
121,121,21,0,42,1,3,0,0,0.417,1,1,0,0
121,121,21,0,43,2,3,1,1,0.781,1,1,0,0
121,121,21,0,44,3,3,1,0,0.588,0,1,0,0
121,121,21,0,45,4,3,0,0,0.693,1,1,0,0
121,121,21,0,46,5,3,1,1,0.891,1,1,0,0
121,121,21,0,47,6,3,0,0,0.255,1,1,0,0
121,121,21,0,48,7,3,1,1,1.458,1,1,0,0
121,121,21,0,49,8,3,1,0,0.443,0,1,0,0
121,121,21,0,50,9,3,0,0,0.349,1,1,0,0
121,121,21,0,51,10,3,0,0,1.789,1,1,0,0
121,121,21,0,52,11,3,0,0,0.362,1,1,0,0
121,121,21,0,53,12,3,0,0,1.154,1,1,0,0
121,121,21,0,54,13,3,0,0,1.062,1,1,0,0
121,121,21,0,55,14,3,0,0,0.574,1,1,0,0
121,121,21,0,56,15,3,0,0,0.532,1,1,0,0
121,121,21,0,57,16,3,0,0,1.57,1,1,0,0
121,121,21,0,58,17,3,0,0,0.748,1,1,0,0
121,121,21,0,59,18,3,1,1,0.463,1,1,0,0
121,121,21,0,60,19,3,0,1,0.418,0,1,0,0
121,121,21,0,61,0,3,-2,-2,NaN,-1,0,1,0
121,121,21,0,62,1,3,1,1,1.874,1,0,0,0
121,121,21,0,63,2,3,0,0,1.972,1,0,0,0
121,121,21,0,64,3,3,0,1,0.392,0,0,0,0
121,121,21,0,65,4,3,#NAME?,NaN,NaN,1,0,0,1
121,121,21,0,66,5,3,0,1,0.331,0,0,0,0
121,121,21,0,67,6,3,1,0,0.325,0,0,0,0
121,121,21,0,68,7,3,0,0,0.516,1,0,0,0
121,121,21,0,69,8,3,1,1,0.438,1,0,0,0
121,121,21,0,70,9,3,1,1,0.538,1,0,0,0
121,121,21,0,71,10,3,0,0,0.734,1,0,0,0
121,121,21,0,72,11,3,0,1,0.534,0,0,0,0
121,121,21,0,73,12,3,0,1,0.396,0,0,0,0
121,121,21,0,74,13,3,1,1,1.212,1,0,0,0
121,121,21,0,75,14,3,1,1,0.738,1,0,0,0
121,121,21,0,76,15,3,0,0,0.359,1,0,0,0
121,121,21,0,77,16,3,1,1,0.357,1,0,0,0
121,121,21,0,78,17,3,0,1,0.572,0,0,0,0
121,121,21,0,79,18,3,0,0,1.62,1,0,0,0
121,121,21,0,80,19,3,#NAME?,NaN,NaN,0,0,0,1
122,122,22,0,1,0,1,-2,-2,NaN,-1,1,1,0
122,122,22,0,2,1,1,#NAME?,NaN,NaN,0,1,0,1
122,122,22,0,3,2,1,1,0,1.666,0,1,0,0
122,122,22,0,4,3,1,0,0,1.223,1,1,0,0
122,122,22,0,5,4,1,0,0,1.156,1,1,0,0
122,122,22,0,6,5,1,1,1,1.819,1,1,0,0
122,122,22,0,7,6,1,1,1,1.489,1,1,0,0
122,122,22,0,8,7,1,0,1,1.117,0,1,0,0
122,122,22,0,9,8,1,0,1,1.011,0,1,0,0
122,122,22,0,10,9,1,0,1,0.985,0,1,0,0
122,122,22,0,11,10,1,1,0,0.871,0,1,0,0
122,122,22,0,12,11,1,1,1,0.737,1,1,0,0
122,122,22,0,13,12,1,0,1,0.456,0,1,0,0
122,122,22,0,14,13,1,0,1,0.732,0,1,0,0
122,122,22,0,15,14,1,1,0,0.552,0,1,0,0
122,122,22,0,16,15,1,1,0,0.739,0,1,0,0
122,122,22,0,17,16,1,0,0,0.329,1,1,0,0
