"","beta","id","contrast","ROI","social","opponent","payoff","run","idrun"
"30",-0.945771731867153,3,"LS2","IPS_roi.mat","non-social",0,0,2,3002
"31",1.79286178232323,3,"WL2","IPS_roi.mat","non-social",1,1,2,3002
"32",1.01777934725228,3,"LL2","IPS_roi.mat","non-social",1,0,2,3002
"33",-0.614253909864654,3,"WS3","IPS_roi.mat","non-social",0,1,3,3003
"34",0.773210738342128,3,"LS3","IPS_roi.mat","non-social",0,0,3,3003
"35",1.43032059772978,3,"WL3","IPS_roi.mat","non-social",1,1,3,3003
"36",0.92694848758865,3,"LL3","IPS_roi.mat","non-social",1,0,3,3003
"37",0.874253463746371,4,"WS1","IPS_roi.mat","non-social",0,1,1,4001
"38",0.835333156617826,4,"LS1","IPS_roi.mat","non-social",0,0,1,4001
"39",-0.0424028250285561,4,"WL1","IPS_roi.mat","non-social",1,1,1,4001
"40",0.196413228145827,4,"LL1","IPS_roi.mat","non-social",1,0,1,4001
"41",1.15881902376357,4,"WS2","IPS_roi.mat","non-social",0,1,2,4002
"42",0.92619245496048,4,"LS2","IPS_roi.mat","non-social",0,0,2,4002
"43",1.13691681600892,4,"WL2","IPS_roi.mat","non-social",1,1,2,4002
"44",1.26371521473452,4,"LL2","IPS_roi.mat","non-social",1,0,2,4002
"45",0.0698433245662535,4,"WS3","IPS_roi.mat","non-social",0,1,3,4003
"46",0.494241638658412,4,"LS3","IPS_roi.mat","non-social",0,0,3,4003
"47",0.611728424060763,4,"WL3","IPS_roi.mat","non-social",1,1,3,4003
"48",0.756981851107605,4,"LL3","IPS_roi.mat","non-social",1,0,3,4003
"49",1.25645055187032,6,"WS1","IPS_roi.mat","non-social",0,1,1,6001
"50",1.21188869222242,6,"LS1","IPS_roi.mat","non-social",0,0,1,6001
"51",0.168255404674423,6,"WL1","IPS_roi.mat","non-social",1,1,1,6001
"52",1.23709314783187,6,"LL1","IPS_roi.mat","non-social",1,0,1,6001
"53",0.766785512955966,6,"WS2","IPS_roi.mat","non-social",0,1,2,6002
"54",0.534872791711569,6,"LS2","IPS_roi.mat","non-social",0,0,2,6002
"55",1.68698959828665,6,"WL2","IPS_roi.mat","non-social",1,1,2,6002
"56",1.43208574890908,6,"LL2","IPS_roi.mat","non-social",1,0,2,6002
"57",0.252642134693769,6,"WS3","IPS_roi.mat","non-social",0,1,3,6003
"58",0.775714899942651,6,"LS3","IPS_roi.mat","non-social",0,0,3,6003
"59",0.737597183670449,6,"WL3","IPS_roi.mat","non-social",1,1,3,6003
"60",0.945855481354995,6,"LL3","IPS_roi.mat","non-social",1,0,3,6003
"61",-0.0293214640336821,7,"WS1","IPS_roi.mat","non-social",0,1,1,7001
"62",-0.958112123024995,7,"LS1","IPS_roi.mat","non-social",0,0,1,7001
"63",-0.377707856039931,7,"WL1","IPS_roi.mat","non-social",1,1,1,7001
"64",0.634771841705016,7,"LL1","IPS_roi.mat","non-social",1,0,1,7001
"65",0.0483816573752033,7,"WS2","IPS_roi.mat","non-social",0,1,2,7002
"66",0.291180204621574,7,"LS2","IPS_roi.mat","non-social",0,0,2,7002
"67",0.247838415668581,7,"WL2","IPS_roi.mat","non-social",1,1,2,7002
"68",-0.151219694268583,7,"LL2","IPS_roi.mat","non-social",1,0,2,7002
"69",-1.06048216902065,7,"WS3","IPS_roi.mat","non-social",0,1,3,7003
"70",0.630271541817491,7,"LS3","IPS_roi.mat","non-social",0,0,3,7003
"71",0.0175678340874075,7,"WL3","IPS_roi.mat","non-social",1,1,3,7003
"72",0.889928454692367,7,"LL3","IPS_roi.mat","non-social",1,0,3,7003
"73",2.11039993997128,8,"WS1","IPS_roi.mat","non-social",0,1,1,8001
"74",2.94840055325828,8,"LS1","IPS_roi.mat","non-social",0,0,1,8001
"75",0.647719770710015,8,"WL1","IPS_roi.mat","non-social",1,1,1,8001
"76",2.99295465383471,8,"LL1","IPS_roi.mat","non-social",1,0,1,8001
"77",3.80354094253546,8,"WS2","IPS_roi.mat","non-social",0,1,2,8002
"78",5.4240342047167,8,"LS2","IPS_roi.mat","non-social",0,0,2,8002
"79",4.61357931316424,8,"WL2","IPS_roi.mat","non-social",1,1,2,8002
"80",5.06170438959963,8,"LL2","IPS_roi.mat","non-social",1,0,2,8002
"81",3.56601872018164,8,"WS3","IPS_roi.mat","non-social",0,1,3,8003
"82",3.57962429255896,8,"LS3","IPS_roi.mat","non-social",0,0,3,8003
"83",1.17093798996558,8,"WL3","IPS_roi.mat","non-social",1,1,3,8003
"84",2.45800649070639,8,"LL3","IPS_roi.mat","non-social",1,0,3,8003
"85",1.01944771686841,9,"WS1","IPS_roi.mat","non-social",0,1,1,9001
"86",1.13507174188334,9,"LS1","IPS_roi.mat","non-social",0,0,1,9001
"87",2.36725549019457,9,"WL1","IPS_roi.mat","non-social",1,1,1,9001
"88",0.808700039694662,9,"LL1","IPS_roi.mat","non-social",1,0,1,9001
"89",1.79876376089696,9,"WS2","IPS_roi.mat","non-social",0,1,2,9002
"90",1.77816517405204,9,"LS2","IPS_roi.mat","non-social",0,0,2,9002
"91",2.02941625608802,9,"WL2","IPS_roi.mat","non-social",1,1,2,9002
"92",0.678389178906935,9,"LL2","IPS_roi.mat","non-social",1,0,2,9002
"93",1.88280925253926,9,"WS3","IPS_roi.mat","non-social",0,1,3,9003
"94",1.82594553295788,9,"LS3","IPS_roi.mat","non-social",0,0,3,9003
"95",1.08108550015134,9,"WL3","IPS_roi.mat","non-social",1,1,3,9003
"96",0.842914321701773,9,"LL3","IPS_roi.mat","non-social",1,0,3,9003
"97",0.75245675381793,10,"WS1","IPS_roi.mat","non-social",0,1,1,10001
"98",-0.130377955262092,10,"LS1","IPS_roi.mat","non-social",0,0,1,10001
"99",0.672070104157867,10,"WL1","IPS_roi.mat","non-social",1,1,1,10001
"100",-1.87640037844099,10,"LL1","IPS_roi.mat","non-social",1,0,1,10001
"101",3.75900377438518,10,"WS2","IPS_roi.mat","non-social",0,1,2,10002
"102",2.78880087033381,10,"LS2","IPS_roi.mat","non-social",0,0,2,10002
"103",1.94105607118262,10,"WL2","IPS_roi.mat","non-social",1,1,2,10002
"104",2.02152652273036,10,"LL2","IPS_roi.mat","non-social",1,0,2,10002
"105",3.04247613723988,10,"WS3","IPS_roi.mat","non-social",0,1,3,10003
"106",2.07854665246263,10,"LS3","IPS_roi.mat","non-social",0,0,3,10003
"107",3.10923856517515,10,"WL3","IPS_roi.mat","non-social",1,1,3,10003
"108",0.556397309123167,10,"LL3","IPS_roi.mat","non-social",1,0,3,10003
"109",0.300125578843173,11,"WS1","IPS_roi.mat","non-social",0,1,1,11001
"110",2.15355601928776,11,"LS1","IPS_roi.mat","non-social",0,0,1,11001
"111",1.42652015758779,11,"WL1","IPS_roi.mat","non-social",1,1,1,11001
"112",1.61283918708743,11,"LL1","IPS_roi.mat","non-social",1,0,1,11001
"113",1.21190228560728,11,"WS2","IPS_roi.mat","non-social",0,1,2,11002
"114",2.37481806623659,11,"LS2","IPS_roi.mat","non-social",0,0,2,11002
"115",3.28628209539327,11,"WL2","IPS_roi.mat","non-social",1,1,2,11002
"116",3.32012174459069,11,"LL2","IPS_roi.mat","non-social",1,0,2,11002
"117",1.836888557522,11,"WS3","IPS_roi.mat","non-social",0,1,3,11003
"118",1.48378480249771,11,"LS3","IPS_roi.mat","non-social",0,0,3,11003
"119",1.21461871815663,11,"WL3","IPS_roi.mat","non-social",1,1,3,11003
"120",1.72788434723397,11,"LL3","IPS_roi.mat","non-social",1,0,3,11003
"121",-0.147443656491376,12,"WS1","IPS_roi.mat","non-social",0,1,1,12001
"122",-0.0237283959391209,12,"LS1","IPS_roi.mat","non-social",0,0,1,12001
"123",0.547507711418154,12,"WL1","IPS_roi.mat","non-social",1,1,1,12001
"124",0.316065085293839,12,"LL1","IPS_roi.mat","non-social",1,0,1,12001
"125",-0.184679337668951,12,"WS2","IPS_roi.mat","non-social",0,1,2,12002
"126",0.27156185151773,12,"LS2","IPS_roi.mat","non-social",0,0,2,12002
"127",0.220288910252702,12,"WL2","IPS_roi.mat","non-social",1,1,2,12002
"128",0.404299040690801,12,"LL2","IPS_roi.mat","non-social",1,0,2,12002
"129",-0.0108960996784049,12,"WS3","IPS_roi.mat","non-social",0,1,3,12003
"130",0.423003337289281,12,"LS3","IPS_roi.mat","non-social",0,0,3,12003
"131",0.0281068904321924,12,"WL3","IPS_roi.mat","non-social",1,1,3,12003
"132",0.0695333136179974,12,"LL3","IPS_roi.mat","non-social",1,0,3,12003
"133",0.6913615871005,13,"WS1","IPS_roi.mat","non-social",0,1,1,13001
"134",1.7899396093628,13,"LS1","IPS_roi.mat","non-social",0,0,1,13001
"135",1.48822703005161,13,"WL1","IPS_roi.mat","non-social",1,1,1,13001
"136",0.555419427238964,13,"LL1","IPS_roi.mat","non-social",1,0,1,13001
"137",0.72078122615243,13,"WS2","IPS_roi.mat","non-social",0,1,2,13002
"138",0.742226206252831,13,"LS2","IPS_roi.mat","non-social",0,0,2,13002
"139",0.174853304274733,13,"WL2","IPS_roi.mat","non-social",1,1,2,13002
"140",1.48115234992394,13,"LL2","IPS_roi.mat","non-social",1,0,2,13002
"141",2.08290419197205,13,"WS3","IPS_roi.mat","non-social",0,1,3,13003
"142",2.35585106088369,13,"LS3","IPS_roi.mat","non-social",0,0,3,13003
"143",0.699017332014694,13,"WL3","IPS_roi.mat","non-social",1,1,3,13003
"144",0.430051381954406,13,"LL3","IPS_roi.mat","non-social",1,0,3,13003
"145",1.66643091734539,14,"WS1","IPS_roi.mat","non-social",0,1,1,14001
"146",-0.614782407043837,14,"LS1","IPS_roi.mat","non-social",0,0,1,14001
"147",2.20627724799724,14,"WL1","IPS_roi.mat","non-social",1,1,1,14001
"148",0.818913308029395,14,"LL1","IPS_roi.mat","non-social",1,0,1,14001
"149",1.81368804687217,14,"WS2","IPS_roi.mat","non-social",0,1,2,14002
"150",1.55992006544316,14,"LS2","IPS_roi.mat","non-social",0,0,2,14002
"151",1.37585454107343,14,"WL2","IPS_roi.mat","non-social",1,1,2,14002
"152",1.60195823069873,14,"LL2","IPS_roi.mat","non-social",1,0,2,14002
"153",1.36687816079442,14,"WS3","IPS_roi.mat","non-social",0,1,3,14003
"154",1.20168799558176,14,"LS3","IPS_roi.mat","non-social",0,0,3,14003
"155",2.52718011232537,14,"WL3","IPS_roi.mat","non-social",1,1,3,14003
"156",0.829531078345262,14,"LL3","IPS_roi.mat","non-social",1,0,3,14003
"157",0.8128955946229,15,"WS1","IPS_roi.mat","non-social",0,1,1,15001
"158",0.416281494598099,15,"LS1","IPS_roi.mat","non-social",0,0,1,15001
"159",0.839524073698088,15,"WL1","IPS_roi.mat","non-social",1,1,1,15001
"160",-0.351181232944673,15,"LL1","IPS_roi.mat","non-social",1,0,1,15001
"161",0.943981316779512,15,"WS2","IPS_roi.mat","non-social",0,1,2,15002
"162",0.10715330610566,15,"LS2","IPS_roi.mat","non-social",0,0,2,15002
"163",1.72664133549188,15,"WL2","IPS_roi.mat","non-social",1,1,2,15002
"164",1.14022962243638,15,"LL2","IPS_roi.mat","non-social",1,0,2,15002
"165",1.24178509341153,15,"WS3","IPS_roi.mat","non-social",0,1,3,15003
"166",1.14753979572194,15,"LS3","IPS_roi.mat","non-social",0,0,3,15003
"167",1.57626623179657,15,"WL3","IPS_roi.mat","non-social",1,1,3,15003
"168",0.828911268884541,15,"LL3","IPS_roi.mat","non-social",1,0,3,15003
"169",0.0607599408395496,17,"WS1","IPS_roi.mat","non-social",0,1,1,17001
"170",0.81059753430852,17,"LS1","IPS_roi.mat","non-social",0,0,1,17001
"171",1.43931557510807,17,"WL1","IPS_roi.mat","non-social",1,1,1,17001
"172",2.48253273957414,17,"LL1","IPS_roi.mat","non-social",1,0,1,17001
"173",2.71726748980675,17,"WS2","IPS_roi.mat","non-social",0,1,2,17002
"174",5.1819671000993,17,"LS2","IPS_roi.mat","non-social",0,0,2,17002
"175",3.66252871444793,17,"WL2","IPS_roi.mat","non-social",1,1,2,17002
"176",3.51346790561245,17,"LL2","IPS_roi.mat","non-social",1,0,2,17002
"177",2.20116126722262,17,"WS3","IPS_roi.mat","non-social",0,1,3,17003
"178",0.573405181084453,17,"LS3","IPS_roi.mat","non-social",0,0,3,17003
"179",4.1137061700732,17,"WL3","IPS_roi.mat","non-social",1,1,3,17003
"180",3.05000415086704,17,"LL3","IPS_roi.mat","non-social",1,0,3,17003
"181",0.554188714428545,18,"WS1","IPS_roi.mat","non-social",0,1,1,18001
"182",-0.132735767604199,18,"LS1","IPS_roi.mat","non-social",0,0,1,18001
"183",-0.123116193852683,18,"WL1","IPS_roi.mat","non-social",1,1,1,18001
"184",0.261903353335177,18,"LL1","IPS_roi.mat","non-social",1,0,1,18001
"185",1.57907963175785,18,"WS2","IPS_roi.mat","non-social",0,1,2,18002
"186",1.48786075994377,18,"LS2","IPS_roi.mat","non-social",0,0,2,18002
"187",0.746254853727316,18,"WL2","IPS_roi.mat","non-social",1,1,2,18002
"188",-0.624944954465522,18,"LL2","IPS_roi.mat","non-social",1,0,2,18002
"189",0.491035565642353,18,"WS3","IPS_roi.mat","non-social",0,1,3,18003
"190",1.11667826307711,18,"LS3","IPS_roi.mat","non-social",0,0,3,18003
"191",0.312929890156672,18,"WL3","IPS_roi.mat","non-social",1,1,3,18003
"192",-0.746666037800453,18,"LL3","IPS_roi.mat","non-social",1,0,3,18003
"193",4.05437390402675,19,"WS1","IPS_roi.mat","non-social",0,1,1,19001
"194",2.49079159037935,19,"LS1","IPS_roi.mat","non-social",0,0,1,19001
"195",2.96626608841186,19,"WL1","IPS_roi.mat","non-social",1,1,1,19001
"196",2.85148601567159,19,"LL1","IPS_roi.mat","non-social",1,0,1,19001
"197",0.0750596135102563,19,"WS2","IPS_roi.mat","non-social",0,1,2,19002
"198",0.947037765844991,19,"LS2","IPS_roi.mat","non-social",0,0,2,19002
"199",2.6506171208951,19,"WL2","IPS_roi.mat","non-social",1,1,2,19002
"200",1.57446442312882,19,"LL2","IPS_roi.mat","non-social",1,0,2,19002
"201",2.90167391410898,19,"WS3","IPS_roi.mat","non-social",0,1,3,19003
"202",3.99274425661169,19,"LS3","IPS_roi.mat","non-social",0,0,3,19003
"203",1.74300695855651,19,"WL3","IPS_roi.mat","non-social",1,1,3,19003
"204",2.31853792094985,19,"LL3","IPS_roi.mat","non-social",1,0,3,19003
"205",2.31313283373377,20,"WS1","IPS_roi.mat","non-social",0,1,1,20001
"206",1.20957276444624,20,"LS1","IPS_roi.mat","non-social",0,0,1,20001
"207",3.28399913382913,20,"WL1","IPS_roi.mat","non-social",1,1,1,20001
"208",2.36393659513751,20,"LL1","IPS_roi.mat","non-social",1,0,1,20001
"209",1.37686839266178,20,"WS2","IPS_roi.mat","non-social",0,1,2,20002
"210",2.53662790634178,20,"LS2","IPS_roi.mat","non-social",0,0,2,20002
"211",1.23010211908831,20,"WL2","IPS_roi.mat","non-social",1,1,2,20002
"212",0.427406547334853,20,"LL2","IPS_roi.mat","non-social",1,0,2,20002
"213",-2.11249480831727,20,"WS3","IPS_roi.mat","non-social",0,1,3,20003
"214",1.34540546085549,20,"LS3","IPS_roi.mat","non-social",0,0,3,20003
"215",2.44543331753792,20,"WL3","IPS_roi.mat","non-social",1,1,3,20003
"216",2.97091364693276,20,"LL3","IPS_roi.mat","non-social",1,0,3,20003
"217",1.78820280755661,21,"WS1","IPS_roi.mat","non-social",0,1,1,21001
"218",1.93485145879863,21,"LS1","IPS_roi.mat","non-social",0,0,1,21001
"219",1.61377953472551,21,"WL1","IPS_roi.mat","non-social",1,1,1,21001
"220",0.853393110923162,21,"LL1","IPS_roi.mat","non-social",1,0,1,21001
"221",1.61946971643711,21,"WS2","IPS_roi.mat","non-social",0,1,2,21002
"222",0.0281398965309175,21,"LS2","IPS_roi.mat","non-social",0,0,2,21002
"223",1.51973074586961,21,"WL2","IPS_roi.mat","non-social",1,1,2,21002
"224",0.675360643222078,21,"LL2","IPS_roi.mat","non-social",1,0,2,21002
"225",2.11095663396632,21,"WS3","IPS_roi.mat","non-social",0,1,3,21003
"226",3.80926591686958,21,"LS3","IPS_roi.mat","non-social",0,0,3,21003
"227",0.424129211071692,21,"WL3","IPS_roi.mat","non-social",1,1,3,21003
"228",-0.836599400595495,21,"LL3","IPS_roi.mat","non-social",1,0,3,21003
"229",0.153581193034026,22,"WS1","IPS_roi.mat","non-social",0,1,1,22001
"230",1.35870008042366,22,"LS1","IPS_roi.mat","non-social",0,0,1,22001
"231",-0.450532532266497,22,"WL1","IPS_roi.mat","non-social",1,1,1,22001
"232",0.62180105339036,22,"LL1","IPS_roi.mat","non-social",1,0,1,22001
"233",1.2306157040003,22,"WS2","IPS_roi.mat","non-social",0,1,2,22002
"234",1.7431953806515,22,"LS2","IPS_roi.mat","non-social",0,0,2,22002
"235",1.34775473459856,22,"WL2","IPS_roi.mat","non-social",1,1,2,22002
"236",1.13042477521661,22,"LL2","IPS_roi.mat","non-social",1,0,2,22002
"237",0.697372574810684,22,"WS3","IPS_roi.mat","non-social",0,1,3,22003
"238",0.187800770140392,22,"LS3","IPS_roi.mat","non-social",0,0,3,22003
"239",0.241595757496103,22,"WL3","IPS_roi.mat","non-social",1,1,3,22003
"240",-0.0217441103297032,22,"LL3","IPS_roi.mat","non-social",1,0,3,22003
"241",3.31727735716756,23,"WS1","IPS_roi.mat","non-social",0,1,1,23001
"242",2.27232508786592,23,"LS1","IPS_roi.mat","non-social",0,0,1,23001
"243",1.69262251101448,23,"WL1","IPS_roi.mat","non-social",1,1,1,23001
"244",0.526935886343712,23,"LL1","IPS_roi.mat","non-social",1,0,1,23001
"245",2.21788656872949,23,"WS2","IPS_roi.mat","non-social",0,1,2,23002
"246",4.4288462491511,23,"LS2","IPS_roi.mat","non-social",0,0,2,23002
"247",2.65150195955869,23,"WL2","IPS_roi.mat","non-social",1,1,2,23002
"248",2.42621345740648,23,"LL2","IPS_roi.mat","non-social",1,0,2,23002
"249",1.8881192024043,23,"WS3","IPS_roi.mat","non-social",0,1,3,23003
"250",2.329048547813,23,"LS3","IPS_roi.mat","non-social",0,0,3,23003
"251",3.55669097941857,23,"WL3","IPS_roi.mat","non-social",1,1,3,23003
"252",2.41274251200052,23,"LL3","IPS_roi.mat","non-social",1,0,3,23003
"253",2.51602451331903,24,"WS1","IPS_roi.mat","non-social",0,1,1,24001
"254",3.60422176768225,24,"LS1","IPS_roi.mat","non-social",0,0,1,24001
"255",4.47343144398649,24,"WL1","IPS_roi.mat","non-social",1,1,1,24001
"256",4.29745869620934,24,"LL1","IPS_roi.mat","non-social",1,0,1,24001
"257",4.39568542873745,24,"WS2","IPS_roi.mat","non-social",0,1,2,24002
"258",3.51138600934814,24,"LS2","IPS_roi.mat","non-social",0,0,2,24002
"259",2.98656890760271,24,"WL2","IPS_roi.mat","non-social",1,1,2,24002
"260",0.348640396383302,24,"LL2","IPS_roi.mat","non-social",1,0,2,24002
"261",2.65403280793997,24,"WS3","IPS_roi.mat","non-social",0,1,3,24003
"262",1.65076305967971,24,"LS3","IPS_roi.mat","non-social",0,0,3,24003
"263",3.02675942125528,24,"WL3","IPS_roi.mat","non-social",1,1,3,24003
"264",3.61356344869089,24,"LL3","IPS_roi.mat","non-social",1,0,3,24003
"265",-0.506227233303554,25,"WS1","IPS_roi.mat","non-social",0,1,1,25001
"266",1.05937305721243,25,"LS1","IPS_roi.mat","non-social",0,0,1,25001
"267",1.66481740829092,25,"WL1","IPS_roi.mat","non-social",1,1,1,25001
"268",2.21425204962693,25,"LL1","IPS_roi.mat","non-social",1,0,1,25001
"269",2.41264575520573,25,"WS2","IPS_roi.mat","non-social",0,1,2,25002
"270",1.61579548634899,25,"LS2","IPS_roi.mat","non-social",0,0,2,25002
"271",2.77590961476204,25,"WL2","IPS_roi.mat","non-social",1,1,2,25002
"272",-2.4086970789455,25,"LL2","IPS_roi.mat","non-social",1,0,2,25002
"273",3.41280010030691,25,"WS3","IPS_roi.mat","non-social",0,1,3,25003
"274",2.75271062641645,25,"LS3","IPS_roi.mat","non-social",0,0,3,25003
"275",4.38029610994774,25,"WL3","IPS_roi.mat","non-social",1,1,3,25003
"276",4.5018289279688,25,"LL3","IPS_roi.mat","non-social",1,0,3,25003
"277",1.53364451634518,26,"WS1","IPS_roi.mat","non-social",0,1,1,26001
"278",0.0993149095277655,26,"LS1","IPS_roi.mat","non-social",0,0,1,26001
"279",2.09606925488012,26,"WL1","IPS_roi.mat","non-social",1,1,1,26001
"280",1.26384737638464,26,"LL1","IPS_roi.mat","non-social",1,0,1,26001
"281",0.828316344520431,26,"WS2","IPS_roi.mat","non-social",0,1,2,26002
"282",-0.17570404881702,26,"LS2","IPS_roi.mat","non-social",0,0,2,26002
"283",1.3699627517877,26,"WL2","IPS_roi.mat","non-social",1,1,2,26002
"284",0.434381176560246,26,"LL2","IPS_roi.mat","non-social",1,0,2,26002
"285",-0.529485840314409,26,"WS3","IPS_roi.mat","non-social",0,1,3,26003
"286",0.109325655806742,26,"LS3","IPS_roi.mat","non-social",0,0,3,26003
"287",0.467276867228253,26,"WL3","IPS_roi.mat","non-social",1,1,3,26003
"288",0.52947095146946,26,"LL3","IPS_roi.mat","non-social",1,0,3,26003
"289",2.64330056770218,27,"WS1","IPS_roi.mat","non-social",0,1,1,27001
"290",2.61837327494303,27,"LS1","IPS_roi.mat","non-social",0,0,1,27001
"291",1.57734665656371,27,"WL1","IPS_roi.mat","non-social",1,1,1,27001
"292",1.61799422112382,27,"LL1","IPS_roi.mat","non-social",1,0,1,27001
"293",0.460551357505894,27,"WS2","IPS_roi.mat","non-social",0,1,2,27002
"294",0.303988602895955,27,"LS2","IPS_roi.mat","non-social",0,0,2,27002
"295",0.970720855324163,27,"WL2","IPS_roi.mat","non-social",1,1,2,27002
"296",0.692679970127173,27,"LL2","IPS_roi.mat","non-social",1,0,2,27002
"297",0.346865885308109,27,"WS3","IPS_roi.mat","non-social",0,1,3,27003
"298",0.241798426545358,27,"LS3","IPS_roi.mat","non-social",0,0,3,27003
"299",0.261262913589089,27,"WL3","IPS_roi.mat","non-social",1,1,3,27003
"300",-0.384411758894053,27,"LL3","IPS_roi.mat","non-social",1,0,3,27003
"301",1.78346279694004,28,"WS1","IPS_roi.mat","non-social",0,1,1,28001
"302",-0.401706030546362,28,"LS1","IPS_roi.mat","non-social",0,0,1,28001
"303",2.18599091427818,28,"WL1","IPS_roi.mat","non-social",1,1,1,28001
"304",1.20078913982865,28,"LL1","IPS_roi.mat","non-social",1,0,1,28001
"305",0.676998185190919,28,"WS2","IPS_roi.mat","non-social",0,1,2,28002
"306",1.9247112282476,28,"LS2","IPS_roi.mat","non-social",0,0,2,28002
"307",0.957724943898296,28,"WL2","IPS_roi.mat","non-social",1,1,2,28002
"308",1.30360728472491,28,"LL2","IPS_roi.mat","non-social",1,0,2,28002
"309",0.210148613617038,28,"WS3","IPS_roi.mat","non-social",0,1,3,28003
"310",0.305814693961821,28,"LS3","IPS_roi.mat","non-social",0,0,3,28003
"311",1.68320005109245,28,"WL3","IPS_roi.mat","non-social",1,1,3,28003
"312",0.973190656536334,28,"LL3","IPS_roi.mat","non-social",1,0,3,28003
"313",2.42841879097589,29,"WS1","IPS_roi.mat","non-social",0,1,1,29001
"314",2.95197372059195,29,"LS1","IPS_roi.mat","non-social",0,0,1,29001
"315",0.512633774614033,29,"WL1","IPS_roi.mat","non-social",1,1,1,29001
"316",1.55470586656494,29,"LL1","IPS_roi.mat","non-social",1,0,1,29001
"317",1.26054508644979,29,"WS2","IPS_roi.mat","non-social",0,1,2,29002
"318",3.42674074423026,29,"LS2","IPS_roi.mat","non-social",0,0,2,29002
"319",2.20924086130793,29,"WL2","IPS_roi.mat","non-social",1,1,2,29002
"320",3.31372958395638,29,"LL2","IPS_roi.mat","non-social",1,0,2,29002
"321",0.546082588527496,29,"WS3","IPS_roi.mat","non-social",0,1,3,29003
"322",1.73957185528091,29,"LS3","IPS_roi.mat","non-social",0,0,3,29003
"323",2.09441829001963,29,"WL3","IPS_roi.mat","non-social",1,1,3,29003
"324",4.59578793497927,29,"LL3","IPS_roi.mat","non-social",1,0,3,29003
"325",1.35822519973605,31,"WS1","IPS_roi.mat","non-social",0,1,1,31001
"326",2.72560458412295,31,"LS1","IPS_roi.mat","non-social",0,0,1,31001
"327",0.667702052083877,31,"WL1","IPS_roi.mat","non-social",1,1,1,31001
"328",3.01857581901126,31,"LL1","IPS_roi.mat","non-social",1,0,1,31001
"329",-0.768981957295931,31,"WS2","IPS_roi.mat","non-social",0,1,2,31002
"330",1.0035605238965,31,"LS2","IPS_roi.mat","non-social",0,0,2,31002
"331",1.99676765193235,31,"WL2","IPS_roi.mat","non-social",1,1,2,31002
"332",1.90555282399812,31,"LL2","IPS_roi.mat","non-social",1,0,2,31002
"333",1.59515482490478,31,"WS3","IPS_roi.mat","non-social",0,1,3,31003
"334",4.33831376271152,31,"LS3","IPS_roi.mat","non-social",0,0,3,31003
"335",2.50477287445968,31,"WL3","IPS_roi.mat","non-social",1,1,3,31003
"336",2.294515119407,31,"LL3","IPS_roi.mat","non-social",1,0,3,31003
"337",1.28983205318403,32,"WS1","IPS_roi.mat","non-social",0,1,1,32001
"338",1.89533296765514,32,"LS1","IPS_roi.mat","non-social",0,0,1,32001
