"","id","social","opponent","run","PR.win","PR.loss","dmPFC.win","dmPFC.loss","lTPJ.win","lTPJ.loss","lTP.win","lTP.loss","nAc.win","nAc.loss","rTPJ.win","rTPJ.loss","rTP.win","rTP.loss","vmPFC.win","vmPFC.loss"
"1",1,"non-social",0,1,-1.2822459852231,-1.38944386568316,-0.0396351970160776,-0.271620243422554,-0.106647288326208,-0.795846839402188,-0.790757341562127,-0.647375505820592,0.908480339369474,-0.0785617697432674,-0.945320528708691,-1.52049498204386,-0.53712045174444,-0.33408229095087,-1.43193680045161,-0.494729789083098
"2",1,"non-social",1,1,-0.0581758090198394,-0.550758045981714,-0.50709612090786,0.125716937984441,0.0104804726676641,0.861454598870499,0.0452509512019387,1.03922573547587,0.170316269266489,1.64974642070813,0.990688889842726,1.32611834484458,0.284043584159849,0.961096542568047,0.853064633620466,0.710392445879171
"3",1,"non-social",0,2,0.450513162874353,0.100841471739795,-0.514080797641833,-0.414887650932215,0.0534359802154087,-0.395444538268178,-0.598755086413427,0.218357895915297,-0.639810160047826,1.14672386221722,-0.557161146735066,1.22841084275545,-0.0791075123431797,0.148940893570024,-0.237672554427707,-1.40114984256866
"4",1,"non-social",1,2,-0.771486725517588,-1.13635977152663,-1.27631176691796,-1.21788241375079,-0.351403185979697,0.0728325034451478,-0.189344917340994,0.0485076762362208,0.785897079589973,1.29332990591769,0.180323218200891,1.50297450236881,-0.107382161877594,-0.0891172862443022,-0.542516221442691,-0.859084765262318
"5",1,"non-social",0,3,-1.87715366847795,-1.68484267982954,-0.522118397547368,-1.9569786499639,-1.40248611593059,-1.16642413909843,-1.19890623810866,-1.42517712982242,-0.343499419195535,-0.856857952350779,-1.0537746313194,-0.296887485235459,-0.232856475432014,-0.233911109387257,-0.580826867948794,-1.31991343335984
"6",1,"non-social",1,3,-0.898902065577288,-1.32734950262073,-0.155120668453618,-0.1975457429185,0.465038947030264,0.260847727574774,0.345860859140231,0.127873747454205,0.551236183684171,-0.0690820775287535,-0.0218735414562568,0.429312596728368,-0.329360489576696,-0.469684966058799,0.331830345405391,0.42782305349072
"7",2,"non-social",0,1,-2.76506497975135,-3.45711863099936,-2.19589092671921,-2.66039810689256,-2.21707370903689,-1.95071908299849,-1.93461903145277,-2.38076194185098,0.978530803691234,0.121992030776074,-0.962852237895494,-0.929572842550025,-1.3320994589208,-1.65559451913243,-2.02626760191797,-2.36357509818745
"8",2,"non-social",1,1,-0.417483911269032,-1.72445802032348,-0.203263034253528,-0.439088542855701,-0.48512335997808,-0.691164802516859,-0.352190088220728,-0.893852921127957,2.45912716898799,0.300793193174488,2.07760363677373,1.62259144068999,0.412029749531447,-0.0395668782133454,-0.547334540352466,-0.926495047227583
"9",2,"non-social",0,2,-0.316990768526096,-2.87058411830105,-0.233119337622981,-1.71200799329436,-0.208739156118087,-1.17192382042956,-0.0565781989841268,-1.01940494316624,1.85610969398576,-0.355048996973203,1.63605639308477,0.456914578966874,0.544437365689062,-0.420642050934375,0.112415644077549,-1.63985045801605
"10",2,"non-social",1,2,-0.593740794208643,-2.96710854486112,-0.261522890203994,-2.16882608394035,-1.00966019789169,-1.73660911072159,-1.0082070678633,-1.71983723894372,1.12099737139974,-0.0802861017042721,0.939134562885084,-0.213856554722368,-0.659047087497957,-0.702888575480632,-0.913079396251208,-2.57539756656259
