beta,id,contrast,ROI
-0.474665742314947,23,value_dif2,IPS_roi.mat
-0.0246620923741733,23,signPE,IPS_roi.mat
5.84755036254403,23,<undefined>,IPS_roi.mat
0.0602714143167934,24,react,IPS_roi.mat
5.81323825281635,24,PE,IPS_roi.mat
0.282526391332641,24,value_dif2,IPS_roi.mat
2.9566006201921,24,signPE,IPS_roi.mat
7.74544340846666,24,<undefined>,IPS_roi.mat
0.604819796151628,25,react,IPS_roi.mat
3.04581299499302,25,PE,IPS_roi.mat
3.02843065322366,25,value_dif2,IPS_roi.mat
-0.0647656897654489,25,signPE,IPS_roi.mat
4.65366989361291,25,<undefined>,IPS_roi.mat
0.415615156076352,26,react,IPS_roi.mat
3.2560834428017,26,PE,IPS_roi.mat
1.06249058969087,26,value_dif2,IPS_roi.mat
1.61329356666573,26,signPE,IPS_roi.mat
1.28413201977413,26,<undefined>,IPS_roi.mat
-0.0531280822099153,27,react,IPS_roi.mat
-1.14687268888775,27,PE,IPS_roi.mat
0.100561684015584,27,value_dif2,IPS_roi.mat
-0.200181823086474,27,signPE,IPS_roi.mat
1.91045747087609,27,<undefined>,IPS_roi.mat
1.23827588081984,28,react,IPS_roi.mat
7.70927195011212,28,PE,IPS_roi.mat
2.09654253486534,28,value_dif2,IPS_roi.mat
2.09889440959212,28,signPE,IPS_roi.mat
2.00802876996808,28,<undefined>,IPS_roi.mat
0.26364578635169,29,react,IPS_roi.mat
5.04563277770196,29,PE,IPS_roi.mat
-0.230671301876876,29,value_dif2,IPS_roi.mat
-0.185622900429577,29,signPE,IPS_roi.mat
4.40091626635825,29,<undefined>,IPS_roi.mat
0.562761370832884,31,react,IPS_roi.mat
9.1596895159581,31,PE,IPS_roi.mat
-1.79108077920436,31,value_dif2,IPS_roi.mat
-0.410987482913678,31,signPE,IPS_roi.mat
2.56764469509719,31,<undefined>,IPS_roi.mat
-0.0885590581760232,32,react,IPS_roi.mat
5.71474748467418,32,PE,IPS_roi.mat
-0.0358744146535021,32,value_dif2,IPS_roi.mat
-1.05351572437503,32,signPE,IPS_roi.mat
2.74675976179214,32,<undefined>,IPS_roi.mat
0.927126158900039,101,react,IPS_roi.mat
1.72749023135207,101,PE,IPS_roi.mat
-0.152698169948869,101,value_dif2,IPS_roi.mat
-0.0322256375196837,101,signPE,IPS_roi.mat
-0.130678781372296,101,<undefined>,IPS_roi.mat
-0.195540026103829,102,react,IPS_roi.mat
1.59473231084354,102,PE,IPS_roi.mat
-0.604691756960059,102,value_dif2,IPS_roi.mat
0.0885490824405728,102,signPE,IPS_roi.mat
0.987823089284124,102,<undefined>,IPS_roi.mat
1.89801138929292,103,react,IPS_roi.mat
-0.626432714304788,103,PE,IPS_roi.mat
-0.883757112866913,103,value_dif2,IPS_roi.mat
0.431443638284484,103,signPE,IPS_roi.mat
0.915579384683457,103,<undefined>,IPS_roi.mat
0.331805735624214,104,react,IPS_roi.mat
0.762329376170015,104,PE,IPS_roi.mat
0.0519188733465874,104,value_dif2,IPS_roi.mat
0.471844241325081,104,signPE,IPS_roi.mat
3.54364888588876,104,<undefined>,IPS_roi.mat
-1.15758098151674,105,react,IPS_roi.mat
0.0878290364732353,105,PE,IPS_roi.mat
1.39949242454454,105,value_dif2,IPS_roi.mat
-1.16643971395247,105,signPE,IPS_roi.mat
3.56008843473847,105,<undefined>,IPS_roi.mat
-1.1339024544526,106,react,IPS_roi.mat
3.0894568987571,106,PE,IPS_roi.mat
-0.513855661525124,106,value_dif2,IPS_roi.mat
1.61510484775865,106,signPE,IPS_roi.mat
2.32697533033089,106,<undefined>,IPS_roi.mat
-2.38042237986815,107,react,IPS_roi.mat
-1.13026716044735,107,PE,IPS_roi.mat
0.439507045210932,107,value_dif2,IPS_roi.mat
2.31093086986628,107,signPE,IPS_roi.mat
0.107894555546082,107,<undefined>,IPS_roi.mat
-0.255185261456759,108,react,IPS_roi.mat
1.92443890099185,108,PE,IPS_roi.mat
-0.374847291146386,108,value_dif2,IPS_roi.mat
-0.36941296357412,108,signPE,IPS_roi.mat
0.522055481563872,108,<undefined>,IPS_roi.mat
0.151702991389886,109,react,IPS_roi.mat
3.59685843736671,109,PE,IPS_roi.mat
0.734580339192191,109,value_dif2,IPS_roi.mat
-0.955989714556357,109,signPE,IPS_roi.mat
-2.34574430942543,109,<undefined>,IPS_roi.mat
-0.471148035651797,110,react,IPS_roi.mat
-0.838945984821233,110,PE,IPS_roi.mat
0.27674476811764,110,value_dif2,IPS_roi.mat
-0.379877363457396,110,signPE,IPS_roi.mat
0.813811983519167,110,<undefined>,IPS_roi.mat
0.0250199178164102,111,react,IPS_roi.mat
2.1285958329766,111,PE,IPS_roi.mat
-0.152805625638718,111,value_dif2,IPS_roi.mat
1.78108354287502,111,signPE,IPS_roi.mat
-0.339366298487224,111,<undefined>,IPS_roi.mat
-0.620974963176602,112,react,IPS_roi.mat
-0.40154879301411,112,PE,IPS_roi.mat
0.379694929259646,112,value_dif2,IPS_roi.mat
-0.621348993840876,112,signPE,IPS_roi.mat
1.25637901023408,112,<undefined>,IPS_roi.mat
-0.017815503761659,113,react,IPS_roi.mat
1.18969216357228,113,PE,IPS_roi.mat
0.148264121205553,113,value_dif2,IPS_roi.mat
0.0336569495526184,113,signPE,IPS_roi.mat
5.49373107509285,113,<undefined>,IPS_roi.mat
0.194748679407906,114,react,IPS_roi.mat
-0.493576487070866,114,PE,IPS_roi.mat
0.895885883969229,114,value_dif2,IPS_roi.mat
0.874535036594535,114,signPE,IPS_roi.mat
1.14016655625843,114,<undefined>,IPS_roi.mat
0.760820671362121,116,react,IPS_roi.mat
6.10871216158881,116,PE,IPS_roi.mat
4.183812531126,116,value_dif2,IPS_roi.mat
3.85151401694969,116,signPE,IPS_roi.mat
2.03995795233152,116,<undefined>,IPS_roi.mat
0.109426839429982,117,react,IPS_roi.mat
-1.97077749022704,117,PE,IPS_roi.mat
-1.14242912207175,117,value_dif2,IPS_roi.mat
0.231211659455899,117,signPE,IPS_roi.mat
-0.340909197357037,117,<undefined>,IPS_roi.mat
0.707438998409197,118,react,IPS_roi.mat
-9.06640311905125,118,PE,IPS_roi.mat
3.23599767726337,118,value_dif2,IPS_roi.mat
0.212533182694025,118,signPE,IPS_roi.mat
-0.515388018750179,118,<undefined>,IPS_roi.mat
-1.34525092656595,119,react,IPS_roi.mat
6.92730734109349,119,PE,IPS_roi.mat
0.963394436467087,119,value_dif2,IPS_roi.mat
0.6065462614791,119,signPE,IPS_roi.mat
4.20094493918846,119,<undefined>,IPS_roi.mat
-0.962927595514725,120,react,IPS_roi.mat
-17.4332629340952,120,PE,IPS_roi.mat
8.22238354969599,120,value_dif2,IPS_roi.mat
6.95481476358522,120,signPE,IPS_roi.mat
0.266457479837868,120,<undefined>,IPS_roi.mat
-1.32853648168335,121,react,IPS_roi.mat
1.67312432430631,121,PE,IPS_roi.mat
-0.53179615437098,121,value_dif2,IPS_roi.mat
0.939220892640685,121,signPE,IPS_roi.mat
0.59446983007306,121,<undefined>,IPS_roi.mat
-0.164973634764827,122,react,IPS_roi.mat
-0.159570334419778,122,PE,IPS_roi.mat
0.732335082148256,122,value_dif2,IPS_roi.mat
1.92602474317404,122,signPE,IPS_roi.mat
4.17716308694089,122,<undefined>,IPS_roi.mat
0.914959260554952,123,react,IPS_roi.mat
22.9550605587685,123,PE,IPS_roi.mat
-9.74585583067525,123,value_dif2,IPS_roi.mat
-2.0720248039231,123,signPE,IPS_roi.mat
1.45092938813975,123,<undefined>,IPS_roi.mat
1.50275766775701,124,react,IPS_roi.mat
-1.91847784339617,124,PE,IPS_roi.mat
1.53330548903724,124,value_dif2,IPS_roi.mat
1.96753821331761,124,signPE,IPS_roi.mat
-0.193555473558387,124,<undefined>,IPS_roi.mat
-0.718164008901111,125,react,IPS_roi.mat
2.10493688662383,125,PE,IPS_roi.mat
1.69561201329342,125,value_dif2,IPS_roi.mat
1.7417155144176,125,signPE,IPS_roi.mat
5.70886257957653,125,<undefined>,IPS_roi.mat
-0.118756587584953,126,react,IPS_roi.mat
-0.207137474256243,126,PE,IPS_roi.mat
0.282824056102125,126,value_dif2,IPS_roi.mat
0.325398606876727,126,signPE,IPS_roi.mat
4.08554704038488,126,<undefined>,IPS_roi.mat
0.428136202637157,128,react,IPS_roi.mat
1.17158983782167,128,PE,IPS_roi.mat
-1.33757210391884,128,value_dif2,IPS_roi.mat
-0.944896742824503,128,signPE,IPS_roi.mat
1.38968617484878,128,<undefined>,IPS_roi.mat
1.25082435919185,129,react,IPS_roi.mat
2.53313589186914,129,PE,IPS_roi.mat
-0.456763709090579,129,value_dif2,IPS_roi.mat
1.06128624573243,129,signPE,IPS_roi.mat
2.26848714614819,129,<undefined>,IPS_roi.mat
-1.42660940537505,131,react,IPS_roi.mat
-0.60078018453222,131,PE,IPS_roi.mat
-0.338064623027174,131,value_dif2,IPS_roi.mat
0.343683452801431,131,signPE,IPS_roi.mat
0.552100289643846,131,<undefined>,IPS_roi.mat
0.395204427237794,132,react,IPS_roi.mat
3.72706168040098,132,PE,IPS_roi.mat
-0.466112889261016,132,value_dif2,IPS_roi.mat
-0.675173270083191,132,signPE,IPS_roi.mat
6.13659737931205,132,<undefined>,IPS_roi.mat
-0.197817146538381,133,react,IPS_roi.mat
10.261716021059,133,PE,IPS_roi.mat
-1.29612551041281,133,value_dif2,IPS_roi.mat
-2.49075298800614,133,signPE,IPS_roi.mat
3.73744655885062,133,<undefined>,IPS_roi.mat
0.498158343914536,134,react,IPS_roi.mat
0.136326176162689,134,PE,IPS_roi.mat
0.624067341298523,134,value_dif2,IPS_roi.mat
1.04040354160963,134,signPE,IPS_roi.mat
0.677319514071672,134,<undefined>,IPS_roi.mat
0.0262071868665869,1,react,Precuneus_roi.mat
2.29030622760268,1,PE,Precuneus_roi.mat
0.824608840081083,1,value_dif2,Precuneus_roi.mat
0.772953046584935,1,signPE,Precuneus_roi.mat
-2.39907347809693,1,<undefined>,Precuneus_roi.mat
1.10999157474502,2,react,Precuneus_roi.mat
-5.10822759560257,2,PE,Precuneus_roi.mat
1.87816347425946,2,value_dif2,Precuneus_roi.mat
2.50613046217405,2,signPE,Precuneus_roi.mat
-6.98375484922593,2,<undefined>,Precuneus_roi.mat
-1.07098750530869,3,react,Precuneus_roi.mat
-0.786052399495538,3,PE,Precuneus_roi.mat
-0.488194749822559,3,value_dif2,Precuneus_roi.mat
-0.980810011380749,3,signPE,Precuneus_roi.mat
-0.385617678185047,3,<undefined>,Precuneus_roi.mat
0.717322787596596,4,react,Precuneus_roi.mat
1.97729882419349,4,PE,Precuneus_roi.mat
0.992930129257619,4,value_dif2,Precuneus_roi.mat
-0.0327384212744974,4,signPE,Precuneus_roi.mat
-0.628336597786788,4,<undefined>,Precuneus_roi.mat
0.503076746500885,6,react,Precuneus_roi.mat
4.74327167436284,6,PE,Precuneus_roi.mat
-0.628270608373715,6,value_dif2,Precuneus_roi.mat
1.33047734968748,6,signPE,Precuneus_roi.mat
-2.64305483142448,6,<undefined>,Precuneus_roi.mat
-0.451043098339312,7,react,Precuneus_roi.mat
-1.11621247854094,7,PE,Precuneus_roi.mat
-1.63769098573205,7,value_dif2,Precuneus_roi.mat
0.797254994988385,7,signPE,Precuneus_roi.mat
-0.980784621684132,7,<undefined>,Precuneus_roi.mat
1.28032462197793,8,react,Precuneus_roi.mat
0.0159319262727261,8,PE,Precuneus_roi.mat
-2.77157965603398,8,value_dif2,Precuneus_roi.mat
0.421876844586423,8,signPE,Precuneus_roi.mat
0.372286166757485,8,<undefined>,Precuneus_roi.mat
-0.234982084989134,9,react,Precuneus_roi.mat
-5.27207872082287,9,PE,Precuneus_roi.mat
-1.24890897315765,9,value_dif2,Precuneus_roi.mat
-0.0477084351320249,9,signPE,Precuneus_roi.mat
-1.87612725958898,9,<undefined>,Precuneus_roi.mat
-0.86850748657515,10,react,Precuneus_roi.mat
-5.29937292274857,10,PE,Precuneus_roi.mat
0.378410524939698,10,value_dif2,Precuneus_roi.mat
0.762421392969902,10,signPE,Precuneus_roi.mat
-2.06043477839915,10,<undefined>,Precuneus_roi.mat
1.51992238047019,11,react,Precuneus_roi.mat
0.36820624756914,11,PE,Precuneus_roi.mat
0.37613141706915,11,value_dif2,Precuneus_roi.mat
0.670411674961132,11,signPE,Precuneus_roi.mat
0.371982045270611,11,<undefined>,Precuneus_roi.mat
0.425240227925379,12,react,Precuneus_roi.mat
3.15479745176296,12,PE,Precuneus_roi.mat
-0.995518466470823,12,value_dif2,Precuneus_roi.mat
0.398514041508334,12,signPE,Precuneus_roi.mat
-0.0482731861151648,12,<undefined>,Precuneus_roi.mat
-0.886151024971038,13,react,Precuneus_roi.mat
-5.30784037570881,13,PE,Precuneus_roi.mat
1.99435598461541,13,value_dif2,Precuneus_roi.mat
0.702315744968257,13,signPE,Precuneus_roi.mat
-0.300816444284479,13,<undefined>,Precuneus_roi.mat
-0.355109465343901,14,react,Precuneus_roi.mat
-6.01158127673196,14,PE,Precuneus_roi.mat
1.9207026091782,14,value_dif2,Precuneus_roi.mat
2.0364108198211,14,signPE,Precuneus_roi.mat
-1.77415251893074,14,<undefined>,Precuneus_roi.mat
-0.150534278678562,15,react,Precuneus_roi.mat
-1.87800349926497,15,PE,Precuneus_roi.mat
-0.668702632271131,15,value_dif2,Precuneus_roi.mat
-0.110216278763211,15,signPE,Precuneus_roi.mat
-0.114885541372444,15,<undefined>,Precuneus_roi.mat
-0.113810933845719,17,react,Precuneus_roi.mat
-2.57530509643097,17,PE,Precuneus_roi.mat
1.06927914583088,17,value_dif2,Precuneus_roi.mat
1.30524664056219,17,signPE,Precuneus_roi.mat
-0.442502858555236,17,<undefined>,Precuneus_roi.mat
0.208128163754877,18,react,Precuneus_roi.mat
0.186968955052933,18,PE,Precuneus_roi.mat
-0.0277737302310936,18,value_dif2,Precuneus_roi.mat
1.50114068634606,18,signPE,Precuneus_roi.mat
-1.28522521835344,18,<undefined>,Precuneus_roi.mat
-0.823460820093481,19,react,Precuneus_roi.mat
2.39723729469119,19,PE,Precuneus_roi.mat
0.706561177036684,19,value_dif2,Precuneus_roi.mat
0.0629856165635305,19,signPE,Precuneus_roi.mat
-0.446331382390801,19,<undefined>,Precuneus_roi.mat
1.25297109401336,20,react,Precuneus_roi.mat
4.34366549143804,20,PE,Precuneus_roi.mat
-0.811988748603383,20,value_dif2,Precuneus_roi.mat
-0.506852515357593,20,signPE,Precuneus_roi.mat
-0.874656748165544,20,<undefined>,Precuneus_roi.mat
0.207212953445176,21,react,Precuneus_roi.mat
-8.21490400083865,21,PE,Precuneus_roi.mat
4.44459870381544,21,value_dif2,Precuneus_roi.mat
0.112397236355259,21,signPE,Precuneus_roi.mat
0.879593131396315,21,<undefined>,Precuneus_roi.mat
-0.271414186088415,22,react,Precuneus_roi.mat
-1.7273411560574,22,PE,Precuneus_roi.mat
0.787318607159029,22,value_dif2,Precuneus_roi.mat
0.804200608799033,22,signPE,Precuneus_roi.mat
-2.10419804484514,22,<undefined>,Precuneus_roi.mat
0.0398130195218196,23,react,Precuneus_roi.mat
-6.64948623612652,23,PE,Precuneus_roi.mat
-0.824331277054941,23,value_dif2,Precuneus_roi.mat
1.43580055048279,23,signPE,Precuneus_roi.mat
-2.59745222626103,23,<undefined>,Precuneus_roi.mat
0.0721095718933485,24,react,Precuneus_roi.mat
5.3794126750679,24,PE,Precuneus_roi.mat
-0.2889854875078,24,value_dif2,Precuneus_roi.mat
1.54792140134273,24,signPE,Precuneus_roi.mat
0.433160521605479,24,<undefined>,Precuneus_roi.mat
1.27878267963888,25,react,Precuneus_roi.mat
3.1230860200734,25,PE,Precuneus_roi.mat
2.06918312821014,25,value_dif2,Precuneus_roi.mat
2.13346058097003,25,signPE,Precuneus_roi.mat
-0.765424886449859,25,<undefined>,Precuneus_roi.mat
0.146949007256195,26,react,Precuneus_roi.mat
2.01285989733577,26,PE,Precuneus_roi.mat
1.5944189552357,26,value_dif2,Precuneus_roi.mat
1.65955790264919,26,signPE,Precuneus_roi.mat
0.888578630751814,26,<undefined>,Precuneus_roi.mat
0.0879584502259074,27,react,Precuneus_roi.mat
-3.99728394935512,27,PE,Precuneus_roi.mat
0.199620679638883,27,value_dif2,Precuneus_roi.mat
2.15809104674932,27,signPE,Precuneus_roi.mat
-1.06253036500105,27,<undefined>,Precuneus_roi.mat
1.05007575100726,28,react,Precuneus_roi.mat
-9.21308907932838,28,PE,Precuneus_roi.mat
-5.51920932291708,28,value_dif2,Precuneus_roi.mat
-1.03970953938671,28,signPE,Precuneus_roi.mat
-1.14148462919044,28,<undefined>,Precuneus_roi.mat
0.120429348271721,29,react,Precuneus_roi.mat
-0.796515182280343,29,PE,Precuneus_roi.mat
0.606342835007639,29,value_dif2,Precuneus_roi.mat
0.374171291272994,29,signPE,Precuneus_roi.mat
-0.308106735624888,29,<undefined>,Precuneus_roi.mat
0.139752929187724,31,react,Precuneus_roi.mat
-1.03395836291218,31,PE,Precuneus_roi.mat
-2.43041813515905,31,value_dif2,Precuneus_roi.mat
-1.23598128102048,31,signPE,Precuneus_roi.mat
-0.563923713541416,31,<undefined>,Precuneus_roi.mat
0.96806969115103,32,react,Precuneus_roi.mat
4.06876071613311,32,PE,Precuneus_roi.mat
-0.0873811669974307,32,value_dif2,Precuneus_roi.mat
0.254160479768908,32,signPE,Precuneus_roi.mat
-2.88231058394219,32,<undefined>,Precuneus_roi.mat
-0.818969086539601,101,react,Precuneus_roi.mat
3.5180414083975,101,PE,Precuneus_roi.mat
1.23104169934457,101,value_dif2,Precuneus_roi.mat
2.38643836850003,101,signPE,Precuneus_roi.mat
-1.09002281602599,101,<undefined>,Precuneus_roi.mat
-0.267115013513109,102,react,Precuneus_roi.mat
-7.14725279471164,102,PE,Precuneus_roi.mat
-0.223545835733529,102,value_dif2,Precuneus_roi.mat
1.67367506365371,102,signPE,Precuneus_roi.mat
0.640424398942789,102,<undefined>,Precuneus_roi.mat
4.42184834538692,103,react,Precuneus_roi.mat
-1.22863821631548,103,PE,Precuneus_roi.mat
-0.0105943243984933,103,value_dif2,Precuneus_roi.mat
0.204856412594215,103,signPE,Precuneus_roi.mat
-0.287147075830882,103,<undefined>,Precuneus_roi.mat
0.021723382436041,104,react,Precuneus_roi.mat
-4.34700778752198,104,PE,Precuneus_roi.mat
-1.47667861852659,104,value_dif2,Precuneus_roi.mat
1.51227381818683,104,signPE,Precuneus_roi.mat
-2.96596342737885,104,<undefined>,Precuneus_roi.mat
-0.394819233890128,105,react,Precuneus_roi.mat
-3.60358856578053,105,PE,Precuneus_roi.mat
1.00984104908203,105,value_dif2,Precuneus_roi.mat
0.332313979299947,105,signPE,Precuneus_roi.mat
-1.94535504537355,105,<undefined>,Precuneus_roi.mat
1.8542731092825,106,react,Precuneus_roi.mat
-16.8845385748713,106,PE,Precuneus_roi.mat
-1.13569722007048,106,value_dif2,Precuneus_roi.mat
2.64369850315952,106,signPE,Precuneus_roi.mat
-4.61052211166483,106,<undefined>,Precuneus_roi.mat
-1.90637688230115,107,react,Precuneus_roi.mat
8.3369408639822,107,PE,Precuneus_roi.mat
-4.51142572350391,107,value_dif2,Precuneus_roi.mat
2.20981583867467,107,signPE,Precuneus_roi.mat
-1.68348640823992,107,<undefined>,Precuneus_roi.mat
-1.61093140439367,108,react,Precuneus_roi.mat
-3.43577611586617,108,PE,Precuneus_roi.mat
0.193174046967219,108,value_dif2,Precuneus_roi.mat
0.0629833173813748,108,signPE,Precuneus_roi.mat
-3.28740487226195,108,<undefined>,Precuneus_roi.mat
-1.84481051458056,109,react,Precuneus_roi.mat
6.18417456255895,109,PE,Precuneus_roi.mat
-1.92898730328373,109,value_dif2,Precuneus_roi.mat
-0.947420481371876,109,signPE,Precuneus_roi.mat
-2.98564500640577,109,<undefined>,Precuneus_roi.mat
-0.917074104726173,110,react,Precuneus_roi.mat
-5.76711929976622,110,PE,Precuneus_roi.mat
-1.45272296318062,110,value_dif2,Precuneus_roi.mat
-1.63909074920311,110,signPE,Precuneus_roi.mat
1.17763859204363,110,<undefined>,Precuneus_roi.mat
0.575050164890504,111,react,Precuneus_roi.mat
-0.168256273100096,111,PE,Precuneus_roi.mat
0.742483415011693,111,value_dif2,Precuneus_roi.mat
3.95682084100772,111,signPE,Precuneus_roi.mat
-0.881197552050532,111,<undefined>,Precuneus_roi.mat
0.228595979080148,112,react,Precuneus_roi.mat
-0.908333282219408,112,PE,Precuneus_roi.mat
0.172732859317781,112,value_dif2,Precuneus_roi.mat
0.514001744242282,112,signPE,Precuneus_roi.mat
-4.21081253346824,112,<undefined>,Precuneus_roi.mat
1.0848357809131,113,react,Precuneus_roi.mat
-2.00439654251525,113,PE,Precuneus_roi.mat
-0.494505350114774,113,value_dif2,Precuneus_roi.mat
0.948528087533098,113,signPE,Precuneus_roi.mat
-1.56792852579717,113,<undefined>,Precuneus_roi.mat
-0.593487922731137,114,react,Precuneus_roi.mat
-3.85511726536707,114,PE,Precuneus_roi.mat
1.7645255085753,114,value_dif2,Precuneus_roi.mat
1.49629682253852,114,signPE,Precuneus_roi.mat
-2.14117418084338,114,<undefined>,Precuneus_roi.mat
1.46095230698669,116,react,Precuneus_roi.mat
1.59976971648516,116,PE,Precuneus_roi.mat
0.737947597805729,116,value_dif2,Precuneus_roi.mat
3.22626260277295,116,signPE,Precuneus_roi.mat
0.768597062425029,116,<undefined>,Precuneus_roi.mat
0.283973561343682,117,react,Precuneus_roi.mat
5.54536754028056,117,PE,Precuneus_roi.mat
2.75361968417109,117,value_dif2,Precuneus_roi.mat
3.03691825943803,117,signPE,Precuneus_roi.mat
0.0692989830450448,117,<undefined>,Precuneus_roi.mat
0.150891822408369,118,react,Precuneus_roi.mat
-12.2583622926525,118,PE,Precuneus_roi.mat
0.692038536584872,118,value_dif2,Precuneus_roi.mat
0.101947064348104,118,signPE,Precuneus_roi.mat
-4.74613724387772,118,<undefined>,Precuneus_roi.mat
-1.96192299329873,119,react,Precuneus_roi.mat
5.43857722958304,119,PE,Precuneus_roi.mat
4.55537970206343,119,value_dif2,Precuneus_roi.mat
3.89645387422068,119,signPE,Precuneus_roi.mat
1.17077945826809,119,<undefined>,Precuneus_roi.mat
-0.267222342280482,120,react,Precuneus_roi.mat
-7.67977576694415,120,PE,Precuneus_roi.mat
4.94470970593027,120,value_dif2,Precuneus_roi.mat
3.58762335137046,120,signPE,Precuneus_roi.mat
-7.55801241539006,120,<undefined>,Precuneus_roi.mat
0.766729393743317,121,react,Precuneus_roi.mat
-0.325055092147345,121,PE,Precuneus_roi.mat
0.14006706478713,121,value_dif2,Precuneus_roi.mat
1.54242188544849,121,signPE,Precuneus_roi.mat
-2.52783893456299,121,<undefined>,Precuneus_roi.mat
-0.670224707129283,122,react,Precuneus_roi.mat
